blocklist_id,exchange,source_app_id,applies_to,blocklist_created_at_date,blocklist_expires_at_date,blocklist_origin,blocklist_reason_code,blocklist_comment,is_auto_blocklist,blocklist_creator_email,campaign_id,campaign_group_id,app_id,customer_id,block_level,is_indefinite
12302733,All exchanges,tile.triple.match.puzzle.game.journey,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,1637036778,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,6470997339,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,6738576262,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.screw.romantic,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,1577896814,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,1529595468,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,com.swell.melon.craft,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,1602652110,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.herocraft.star.spaceship.wars.idle.builder.sim,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,com.dinopix.planetssmash,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.kvadgroup.posters,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,877638937,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,team.ggc.kanzitdinov.radioapp,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.room.destory.hsyya.game,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,1438522702,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.excellenth5game.bubblepopmaster,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,crosshair.customaiming.customscope,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.dreamcrushgame.meowsort,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.wacky.evolution.merge.game.gp,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,stepcounter.pedometer.health.blood.heart.tracker,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,1471955633,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.pettiles.qtt002.gp,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,ru.PixelQuest.clickMoney,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.outfit7.talkingtom2free,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,com.gzl.superhero.karatefighting.game,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,1524272623,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,6446072175,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.gameeapp.android.app.blockdoggo,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,6748637429,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.lip.art.salon.diy.makeup.lipstick.makeovergames.asmr,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,com.merigotech.fillwordsthemes,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,1516779222,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,6670437571,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.brick.escape,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.mobgame.carmatch.trafficjam.puzzle,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,6748311128,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.hybeim.puzzle17,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,6748311128,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.PSVStudio.BarboskinsCooking,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.bigcake.android.spidersolitaire,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,com.update.apps.software.update,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,1529595468,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.balls.bricks.crushers.nn.game,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,6756168327,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,6746467003,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,com.darksacygames.sirenheadhorrorgame,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.ubisoft.accovenant,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12304591,All exchanges,6770802924,all,2026-05-30,2026-06-30,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12311051,All exchanges,6503442332,all,2026-05-31,2026-06-30,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12366382,All exchanges,com.eabanto.rosasconfrasesparadedicar,all,2026-06-04,2026-07-04,internal,traffic-quality,High new device and cellular mismatch rate ABL,Yes,-,None,None,None,None,global,False
12361374,All exchanges,6772874033,all,2026-06-04,2026-07-04,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12366379,All exchanges,6475239992,all,2026-06-04,2026-07-04,internal,traffic-quality,High new device and cellular mismatch rate ABL,Yes,-,None,None,None,None,global,False
12361387,All exchanges,6762581389,all,2026-06-04,2026-07-04,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12414621,All exchanges,6467193008,all,2026-06-08,2026-07-08,internal,traffic-quality,High new device and cellular mismatch rate ABL,Yes,-,None,None,None,None,global,False
12435440,All exchanges,app.com.balint.discolightvideomaker,all,2026-06-10,2026-07-10,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12435426,All exchanges,1546055304,all,2026-06-10,2026-07-10,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12462166,VUNGLE,6754833330,all,2026-06-12,2026-06-26,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12486868,VUNGLE,1179108009,all,2026-06-13,2026-06-27,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12520752,VUNGLE,1304885184,all,2026-06-13,2026-06-27,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12464002,All exchanges,6760178882,all,2026-06-13,2026-07-13,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12528082,VUNGLE,6743933963,all,2026-06-14,2026-06-28,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12533477,All exchanges,com.bloadve.android.cknture,all,2026-06-14,2026-07-14,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12535596,VUNGLE,1664708246,all,2026-06-14,2026-06-28,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
12547554,VUNGLE,6743109451,all,2026-06-15,2026-06-29,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12547736,VUNGLE,nl.nl112.android,all,2026-06-15,2026-06-29,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12544756,All exchanges,com.pitih.easy.fruits.puzzle,all,2026-06-15,2026-07-15,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12561427,VUNGLE,com.sundaytoz.line.joy,all,2026-06-16,2026-06-30,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
12569008,VUNGLE,6737416185,all,2026-06-17,2026-07-01,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12693082,VUNGLE,6739570317,all,2026-06-18,2026-07-02,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
12693090,VUNGLE,6754159590,all,2026-06-18,2026-07-02,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
12728599,VUNGLE,6737984094,all,2026-06-18,2026-07-02,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12808645,All exchanges,com.word.madness,all,2026-06-19,2026-06-26,internal,traffic-quality,Android US Install gate,Yes,-,None,None,None,None,global,False
12808644,All exchanges,com.word.madness,all,2026-06-19,2026-06-26,internal,traffic-quality,Android US Install gate,Yes,-,None,None,None,None,global,False
12798217,All exchanges,com.vgames.dealmaster,all,2026-06-19,2026-07-19,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12895114,VUNGLE,6755801812,all,2026-06-20,2026-07-04,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12930200,All exchanges,com.mobile.one.player.x,all,2026-06-20,2026-07-20,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12915157,VUNGLE,6744784557,all,2026-06-20,2026-07-04,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12949398,VUNGLE,com.wildcard.classicspades,all,2026-06-20,2026-07-04,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
13036620,VUNGLE,6744784557,all,2026-06-21,2026-07-05,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
13036988,All exchanges,com.biomes.vanced,all,2026-06-21,2026-06-28,internal,traffic-quality,Android US Install gate,Yes,-,None,None,None,None,global,False
13036987,All exchanges,com.biomes.vanced,all,2026-06-21,2026-06-28,internal,traffic-quality,Android US Install gate,Yes,-,None,None,None,None,global,False
13077982,All exchanges,com.animalsounds.natureringtoneapp,all,2026-06-22,2026-07-22,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
13080752,All exchanges,444844790,all,2026-06-22,,internal,traffic-quality,Source app 444844790 (Scribblenauts Remix) violated UDS key fraud rule as App fraud. It was auto blocked by spend threshold.,No,-,None,None,None,None,global,True
13206118,VUNGLE,1620904768,all,2026-06-24,2026-07-08,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
6178758,All exchanges,com.fullreader,all,2024-03-22,,internal,traffic-quality,DoubleVerify blocklist,No,matt.johnson@liftoff.io,None,None,None,None,global,True
6178758,All exchanges,com.sky.sea.cashzineForVietnam,all,2024-03-22,,internal,traffic-quality,DoubleVerify blocklist,No,matt.johnson@liftoff.io,None,None,None,None,global,True
6632458,All exchanges,6446621231,all,2024-06-10,,internal,traffic-quality,Source app 6446621231 (Alien Raid: Monster Evolution) violated UDS key fraud rule as App fraud. It was auto blocked by spend threshold.,No,-,None,None,None,None,global,True
8308574,All exchanges,com.hotplay.princessdiy,all,2025-02-07,,internal,traffic-quality,Fraudulent apps,No,plaw@liftoff.io,None,None,None,None,global,True
8308574,All exchanges,com.hotplay.petexplosion,all,2025-02-07,,internal,traffic-quality,Fraudulent apps,No,plaw@liftoff.io,None,None,None,None,global,True
8343327,All exchanges,com.wonder,all,2025-02-17,,internal,traffic-quality,Source app com.wonder (Elevate - Brain Training Games) violated UDS key fraud rule as Spoofed fraud. It was auto blocked by spend threshold.,No,-,None,None,None,None,global,True
8743144,All exchanges,iplayer.and.new.com,all,2025-07-04,,internal,traffic-quality,Human security flagged apps Jul 2025,No,matt.johnson@liftoff.io,None,None,None,None,global,True
8756119,All exchanges,com.yg.ball.challenge,all,2025-07-09,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8756120,All exchanges,com.yg.gluttonysnake,all,2025-07-09,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8756123,All exchanges,com.yg.snipermaster,all,2025-07-09,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8756122,All exchanges,com.yg.mini.games,all,2025-07-09,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790247,All exchanges,6745538280,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790537,All exchanges,com.dream.sleep.huss.game,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790487,All exchanges,6497224256,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790544,All exchanges,6747179002,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790416,All exchanges,6745003512,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
9183238,All exchanges,com.fagame.app.triplematch,all,2025-09-15,,internal,traffic-quality,Source app com.fagame.app.triplematch (Triple Match Story - Match 3D) violated UDS key fraud rule as App fraud. It was auto blocked by spend threshold.,No,-,None,None,None,None,global,True
9206007,All exchanges,com.videoplayer.xplayer.easy,all,2025-09-21,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10237580,All exchanges,com.play.movie.times.people.dog,all,2025-11-05,,internal,traffic-quality,"Original BL: https://blocklister.liftoff.io/edit/8476283

Removing manual BL as no-bid criteria for low download source apps is in place. Keeping source apps that not in play store blocked.",No,cwong@liftoff.io,None,None,None,None,global,True
10349688,All exchanges,nonogram.puzzle.picross.free.android,all,2025-11-19,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10349609,All exchanges,com.mindyourlogic.brain.test.logic.puzzle.detective.iq3,all,2025-11-19,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10391229,All exchanges,com.rayole.games.match.play3D,all,2025-11-25,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10391028,All exchanges,com.rayole.games.basket.shot,all,2025-11-25,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10821143,All exchanges,ninja.creed2.sniper.real3d.action.free.android,all,2026-01-15,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
11093211,All exchanges,com.rayole.games.basket.dunk,all,2026-02-17,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
11123800,All exchanges,com.sports.live.football.tv,all,2026-02-24,,internal,traffic-quality,Spoofed source apps,No,cwong@liftoff.io,None,None,None,None,global,True
11226180,All exchanges,com.rayole.games.naruto.hero,all,2026-03-08,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
11486093,All exchanges,com.sh.snake.out.puzzle.escape.wiggle,all,2026-03-25,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
11508493,All exchanges,com.ordinaryjoy.block.vivo,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.golden.bowl,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.popit.stress.asmr.antistess.satisfy.puzzle.huawei,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.fusionmind.ragdolldrop,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.beatumusic.player.summer,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.hospital.organizer.tidy.game,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.ezero.seven.water.gp,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11594877,All exchanges,ai.socialapps.speakmaster,all,2026-03-30,,internal,traffic-quality,Poor quality apps / malware discovered when unblocking sources for TEMU,No,matt.johnson@liftoff.io,None,None,None,None,global,True
11594877,All exchanges,pmm.phone.merge.master,all,2026-03-30,,internal,traffic-quality,Poor quality apps / malware discovered when unblocking sources for TEMU,No,matt.johnson@liftoff.io,None,None,None,None,global,True
11627757,All exchanges,com.rayole.games.color.link,all,2026-03-31,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
11657591,All exchanges,6748945355,all,2026-04-01,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
11657543,All exchanges,6748945355,all,2026-04-01,,internal,traffic-quality,"Associated with domains serving fake OS pop-up style ads
https://liftoffio.slack.com/archives/C037P2AS57F/p1775055696644879",No,plaw@liftoff.io,None,None,None,None,global,True
