blocklist id,source app id,Advertise entity (block applied level),Advertiser entity ID
7264617,dop.draw.one.part.puzzle.story,customer,2686
7264617,com.bravestars.doll.dressup.princess.coloringgame,customer,2686
7264617,video.clip.call.fake.chat.message.prank,customer,2686
7264617,com.bubble.tea.simulator.games,customer,2686
8145002,sudoku.puzzle.classic.math.games.train.brain,customer,360
8145002,puzzle.bolts.and.nuts.wood.woody,customer,360
7264617,com.nostel.parking.car,customer,2686
7264617,com.diy.phonecase.phonemaker,customer,2686
7264617,com.xiaomi.glgm,customer,2686
7264617,com.toto.jcyj.mvmix,customer,2686
7264617,com.bravestars.draw.bridge.drawgame,customer,2686
7264617,com.cdgames.fidget3d,customer,2686
8145002,com.left.right.girl.dressup.game,customer,360
8145002,color.pages.painting.theflag.paint,customer,360
8145002,classic.klondike.solitaire.cardgame.patience.lite,customer,360
8145002,sudoku.puzzle.games.scenery,customer,360
8145002,video.clip.call.fake.chat.message.prank,customer,360
7264617,com.fashion.designer.stylist.super.tailor,customer,2686
7264617,color.pages.painting.theflag.paint,customer,2686
7264617,com.bravestars.dressup.diy.paper.doll,customer,2686
7264617,tatto.the.ink.store.shop.art.asmr,customer,2686
7264617,com.christmas.santa.clause.fakecall.prankcall,customer,2686
7264617,com.shape.shifting.shape.transforming,customer,2686
6095355,com.gma.water.sort.puzzle,global,-
11594861,com.gma.water.sort.puzzle,global,-
11196904,com.gma.water.sort.puzzle,global,-
10349710,com.fgol.HungrySharkEvolution,global,-
10349643,com.ubisoft.hungrysharkworld,global,-
10349591,com.nautilus.realcricket,global,-
10349696,com.nautilus.RealCricket3D,global,-
11594861,com.gofive.fashion.stylist.dress.up,global,-
11196904,1638262763,global,-
10349758,com.ubisoft.hungrydragon,global,-
7703,com.shape.change,global,-
10349593,com.nautilus.realcricketchampionship,global,-
11594861,com.corestudios.storemanagementidle,global,-
144981,jp.co.Maimo,global,-
11196904,picaloop.vidos.motion.leap,global,-
11333696,6757027854,global,-
11196904,flashalerts.flashlight.calls.messages,global,-
10349607,com.nautilus.RealCricket3DLite,global,-
8791259,com.didenko.and.partners.durak,global,-
11594861,com.gma.water.connect.flow,global,-
6136777,com.gma.water.connect.flow,global,-
11196904,com.zum.android.search,global,-
6090215,com.gma.soda.sort.puzzle,global,-
11196904,com.gma.soda.sort.puzzle,global,-
11594861,com.gma.soda.sort.puzzle,global,-
8612,com.hiroba.helix,global,-
11196904,1614576854,global,-
11196904,1252381815,global,-
11196904,1499037600,global,-
11196904,955157084,global,-
2706943,1563680484,global,-
7703,com.geishatokyo.trafficrun,global,-
11196904,1624476041,global,-
10349662,com.ubisoft.accovenant,global,-
7703,com.rubygames.slingdrift,global,-
11196904,1574288522,global,-
8790304,games.onari.brilliant_cigarette,global,-
11196904,com.mintgames.animallink,global,-
11196904,com.misyogame.tilematch,global,-
7703,com.clapclap.submarine,global,-
11196904,com.bowlfing.game,global,-
234528,com.bowlfing.game,global,-
11196904,1544706956,global,-
8612,com.draw.hero,global,-
11196904,6749930364,global,-
11189366,com.cozy.yarn.puzzle,global,-
11196904,1590501430,global,-
11196904,6477473675,global,-
11212510,loppipoppi.ginrummy,global,-
7703,com.bigframes.color_road,global,-
11196904,6473832798,global,-
11212510,com.newpubco.merge,global,-
11196904,6504287322,global,-
11196904,com.umuro.ertugrulgazi,global,-
11212510,com.umuro.ertugrulgazi,global,-
8145030,6737836448,global,-
11196904,1215254633,global,-
11212510,com.onecmobile.solitaireenchanteddeck.google,global,-
