market_id,ad_format,exchange,revenue
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,APPODEAL,333.44158299999975
1502447854,interstitial,INNERACTIVE_DIRECT,333.2541660000007
6444946155,interstitial,BIGO,332.75845400000077
com.naver.linewebtoon,interstitial,IRONSOURCE,331.35826700000047
651510680,interstitial,MINTEGRAL,330.0852339999992
6478063606,banner,MINTEGRAL,326.61716100000433
com.particlenews.newsbreak,mrec,VUNGLE,325.85424699999754
1420058690,native,BIGO,323.6148069999949
com.easybrain.sudoku.android,banner,BIGO,323.25898999999424
com.miniclip.carrom,banner,INMOBI,322.0168890000214
651510680,interstitial,CHARTBOOST,321.550475999998
1584596271,banner,UNITY,320.68385300000597
ball.sort.puzzle.color.sorting.bubble.games,banner,INMOBI,319.15188599999215
1420058690,interstitial,MINTEGRAL,314.81280800000104
com.callapp.contacts,interstitial,VERVE,313.5104769999944
6504849169,interstitial,IRONSOURCE,313.33991999999876
ball.sort.puzzle.color.sorting.bubble.games,interstitial,UNITY,312.6431740000016
com.Hadiz.Holeucaneat,interstitial,UNITY,312.1263819999973
1589762792,native,MINTEGRAL,310.07291300000355
1502447854,banner,A9TAM,305.58759800000524
com.easybrain.sudoku.android,banner,VUNGLE,304.80700899999755
1502447854,mrec,A9TAM,304.6973970000007
com.easybrain.sudoku.android,banner,APPODEAL,303.9979510000037
6465991018,interstitial,DOUBLECLICK,303.9269339999999
840919914,banner,INNERACTIVE_DIRECT,302.0334429999979
1420058690,banner,IRONSOURCE,300.033916000008
com.fc.goods.sort.matching.puzzle.triplemaster,native,BIGO,299.41853399999957
6446005634,interstitial,UNITY,297.03354
1584596271,banner,MINTEGRAL,295.4820250000025
1584596271,banner,INMOBI,292.8801570000012
com.pixel.art.coloring.color.number,banner,INMOBI,291.9407859999971
651510680,banner,MINTEGRAL,291.31769299999496
395979574,banner,IRONSOURCE,291.22432199999844
512939461,banner,APPODEAL,287.8194420000029
com.ludo.king,banner,VUNGLE,284.4033000000001
solitaire.patience.card.games.klondike.free,interstitial,DOUBLECLICK,282.3896909999982
1584596271,banner,APPLOVIN,281.0934599999922
651510680,banner,INMOBI,278.60699600000527
com.particlenews.newsbreak,native,VUNGLE,278.48841099999976
6465991018,interstitial,CHARTBOOST,278.3503790000001
1407852246,banner,VUNGLE,275.6259489999922
ball.sort.puzzle.color.sorting.bubble.games,banner,APPODEAL,273.5105189999993
com.ecffri.arrows,banner,UNITY,272.86620999999747
com.naver.linewebtoon,banner,VUNGLE,272.47131100000223
ball.sort.puzzle.color.sorting.bubble.games,banner,A9TAM,272.3431850000057
993090598,banner,VUNGLE,271.6527179999989
com.naver.linewebtoon,mrec,VUNGLE,271.12502299999875
com.fc.goods.sort.matching.puzzle.triplemaster,banner,IRONSOURCE,271.0533850000005
com.callapp.contacts,interstitial,PANGLE,269.45546999999436
solitaire.patience.card.games.klondike.free,banner,DOUBLECLICK,268.75256700000915
com.miniclip.carrom,interstitial,IRONSOURCE,267.31577399999793
6504849169,banner,MINTEGRAL,267.0622140000059
com.miniclip.carrom,banner,APPODEAL,265.23058599999973
com.dubox.drive,native,APPLOVIN,262.8135699999986
1407852246,native,BIGO,262.21463000000006
water.sort.puzzle.game.color.sorting.free,interstitial,APPODEAL,261.69851199999954
com.ludo.king,banner,INNERACTIVE_DIRECT,261.2755520000038
puzzle.yarn.fever.unravel.puzzle,native,VERVE,260.46583700000383
1562817072,interstitial,APPLOVIN,259.85650600000145
6465991018,interstitial,INNERACTIVE_DIRECT,259.3403989999995
com.lemon.lvoverseas,native,MINTEGRAL,259.0693280000005
1212951043,banner,BIGO,257.6461089999976
1080465358,mrec,VERVE,256.92207399999796
water.sort.puzzle.game.color.sorting.free,interstitial,PANGLE,255.45233300000027
ball.sort.puzzle.color.sorting.bubble.games,banner,APPLOVIN,251.3674310000044
1502447854,banner,INMOBI,249.92595900000092
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,MINTEGRAL,248.001653000002
com.easybrain.sudoku.android,banner,INNERACTIVE_DIRECT,247.78968800000408
com.fc.goods.sort.matching.puzzle.triplemaster,banner,UNITY,247.4347910000004
com.studio27.MelonPlayground,interstitial,APPLOVIN,246.98480999999774
kjv.bible.kingjamesbible,native,INMOBI,246.95480300000514
1342112505,banner,MINTEGRAL,246.71844200000223
1562817072,interstitial,INMOBI,245.87924300000128
1342112505,banner,VERVE,245.41281299999963
com.naver.linewebtoon,interstitial,APPLOVIN,244.4073289999975
com.netshort.abroad,banner,INNERACTIVE_DIRECT,243.64911899999765
water.sort.puzzle.game.color.sorting.free,interstitial,APPLOVIN,241.25655799999825
com.pixel.art.coloring.color.number,banner,VERVE,241.19308899999882
jigsaw.puzzle.game.banana,interstitial,ZMATICOO,239.2602590000025
6759763476,interstitial,APPLOVIN,235.00876899999972
1420058690,banner,VUNGLE,233.53356000000093
com.hotmini.drama.hot,native,BIGO,232.6529129999993
1509453185,mrec,INMOBI,232.39981000000162
1589762792,interstitial,CHARTBOOST,228.97287200000045
6465991018,interstitial,APPLOVIN,227.3307219999999
6504849169,native,DOUBLECLICK,227.27323000000032
com.naver.linewebtoon,mrec,INMOBI,227.16259900000645
395979574,native,VERVE,225.6237680000011
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,INMOBI,225.47331000000258
solitaire.patience.card.games.klondike.free,banner,VERVE,225.24985299999943
solitaire.patience.card.games.klondike.free,banner,INMOBI,224.54477100000292
840919914,interstitial,MINTEGRAL,223.7826520000001
1342112505,banner,INNERACTIVE_DIRECT,222.64886500000014
jigsaw.puzzle.game.banana,banner,BIGO,220.93305999999922
puzzle.yarn.fever.unravel.puzzle,interstitial,VERVE,220.29778399999964
puzzle.yarn.fever.unravel.puzzle,interstitial,BIGO,219.42087799999987
video.downloader.videodownloader,banner,BIGO,219.388992000003
com.goldendragon.luckyblessing,interstitial,APPLOVIN,217.32397299999946
solitaire.patience.card.games.klondike.free,banner,APPLOVIN,216.84404599999863
1502447854,banner,INNERACTIVE_DIRECT,216.09963299999984
651510680,banner,APPLOVIN,216.04121399999573
6759763476,banner,IRONSOURCE,215.86989500000067
1342112505,interstitial,CHARTBOOST,214.94981900000028
1357464684,mrec,APPODEAL,213.97605600000063
jigsaw.puzzle.game.banana,interstitial,IRONSOURCE,211.20762400000112
1420058690,native,DOUBLECLICK,210.66646399999897
com.naver.linewebtoon,mrec,INNERACTIVE_DIRECT,208.63744799999964
com.callapp.contacts,banner,APPODEAL,207.95766399999758
840919914,banner,APPLOVIN,207.0380309999739
840919914,interstitial,INNERACTIVE_DIRECT,206.41279499999968
com.naver.linewebtoon,banner,NIMBUS,205.21567599999668
solitaire.patience.card.games.klondike.free,interstitial,APPLOVIN,203.95440300000047
993090598,banner,MINTEGRAL,203.9120090000003
1357464684,interstitial,DOUBLECLICK,203.71087299999954
com.dubox.drive,native,MINTEGRAL,203.57705300000575
water.sort.puzzle.game.color.sorting.free,banner,MINTEGRAL,203.26376999999803
6504849169,native,APPODEAL,202.96193599999845
puzzle.yarn.fever.unravel.puzzle,banner,BIGO,199.63499000000178
1584596271,banner,IRONSOURCE,199.16255200000168
com.miniclip.carrom,banner,VUNGLE,198.42846499999038
com.mobilityware.spider,native,INNERACTIVE_DIRECT,197.78978699999567
com.ludo.king,banner,A9TAM,197.74241000000114
1407852246,banner,BIGO,196.3024940000007
com.ludo.king,banner,IRONSOURCE,195.39801000000247
com.domobile.applockwatcher,mrec,INMOBI,193.2806290000015
1589762792,native,CHARTBOOST,191.48817099999943
videoplayer.videodownloader.downloader,interstitial,DOUBLECLICK,191.16269100000187
651510680,native,INNERACTIVE_DIRECT,190.6866919999992
1502447854,banner,VUNGLE,188.03085999999942
com.naver.linewebtoon,banner,INNERACTIVE_DIRECT,185.8743969999989
1584596271,native,MINTEGRAL,184.6976999999995
com.ludo.king,banner,INMOBI,183.6527630000024
com.naver.linewebtoon,mrec,CRITEO,183.30876599999556
water.sort.puzzle.game.color.sorting.free,interstitial,DOUBLECLICK,182.9326379999967
1584596271,banner,VERVE,181.35153499999743
1420058690,banner,VERVE,180.45347000000072
1357464684,interstitial,MINTEGRAL,179.9474000000001
jigsaw.puzzle.game.banana,banner,APPLOVIN,179.4934789999982
video.downloader.videodownloader,banner,APPLOVIN,179.3433059999974
com.callapp.contacts,banner,BIGO,177.23782699999958
1584596271,interstitial,ZMATICOO,177.02347900000015
ball.sort.puzzle.color.sorting.bubble.games,banner,UNITY,175.20442799999978
com.playit.videoplayer,banner,VERVE,175.12714999998744
395979574,native,VUNGLE,175.0800540000029
com.easybrain.sudoku.android,banner,INMOBI,173.90045100000017
com.netshort.abroad,banner,UNITY,172.7130270000027
com.loomgames.pixelflow,interstitial,APPLOVIN,172.6359040000006
puzzle.yarn.fever.unravel.puzzle,banner,A9TAM,172.40756899999928
com.aws.android,banner,VERVE,172.1865830000004
com.naver.linewebtoon,native,CHARTBOOST,171.10858100000402
6504849169,banner,IRONSOURCE,170.0305240000019
1584596271,banner,INNERACTIVE_DIRECT,168.53592599999737
6465991018,native,APPODEAL,168.33077000000023
jigsaw.puzzle.game.banana,banner,VERVE,167.73186100000171
com.hotmini.drama.hot,interstitial,DOUBLECLICK,167.46383800000075
com.Hadiz.Holeucaneat,interstitial,IRONSOURCE,166.89530799999844
1342112505,native,VUNGLE,165.64107199999904
512939461,banner,DOUBLECLICK,165.33417999998267
com.particlenews.newsbreak,interstitial,INMOBI,160.91091999999986
1420058690,interstitial,CHARTBOOST,160.817362
com.fc.goods.sort.matching.puzzle.triplemaster,banner,BIGO,159.91308699999823
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,INNERACTIVE_DIRECT,158.73837200000514
com.callapp.contacts,banner,VERVE,157.37841200000054
video.downloader.videodownloader,banner,VUNGLE,156.8110059999995
jigsaw.puzzle.game.banana,banner,DOUBLECLICK,156.67066999999864
com.naver.linewebtoon,banner,CHARTBOOST,156.53949500000417
ball.sort.puzzle.color.sorting.bubble.games,banner,INNERACTIVE_DIRECT,156.1985140000038
6478063606,interstitial,MINTEGRAL,155.7204640000002
water.sort.puzzle.game.color.sorting.free,interstitial,UNITY,155.57232799999974
6471572249,banner,VERVE,155.4143169999992
com.naver.linewebtoon,interstitial,PANGLE,153.8580940000004
com.studio27.MelonPlayground,interstitial,PANGLE,153.5469050000002
1342112505,banner,IRONSOURCE,151.860497000002
1212951043,interstitial,CHARTBOOST,151.0629519999996
6747875092,interstitial,APPLOVIN,150.32323100000002
com.aws.android,banner,APPODEAL,149.7073499999997
993090598,interstitial,IRONSOURCE,147.74020900000232
com.callapp.contacts,mrec,INMOBI,146.24717699999957
com.huub.tiger,native,VUNGLE,146.22293799999946
ball.sort.puzzle.color.sorting.bubble.games,banner,DOUBLECLICK,146.11498000000674
1584596271,banner,APPODEAL,145.69539599999953
com.weaver.app.prod,interstitial,PANGLE,145.1706680000008
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,DOUBLECLICK,144.789703000007
1420058690,native,MINTEGRAL,143.56550200000396
1502447854,interstitial,APPLOVIN,141.60692199999997
puzzle.yarn.fever.unravel.puzzle,banner,APPODEAL,139.9916639999999
512939461,native,INNERACTIVE_DIRECT,139.79996500000252
1357464684,mrec,APPLOVIN,139.09505599999707
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,UNITY,137.6922330000004
water.sort.puzzle.game.color.sorting.free,banner,A9TAM,135.58041200000173
com.sled.surfers.game,interstitial,UNITY,135.10153099999985
com.fc.goods.sort.matching.puzzle.triplemaster,banner,INNERACTIVE_DIRECT,134.55569200000357
1357464684,mrec,UNITY,133.1871839999992
6451208928,banner,INMOBI,132.87533800000242
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,APPLOVIN,132.15439700000147
921765888,banner,IRONSOURCE,131.348218999998
com.goldendragon.luckyblessing,interstitial,PANGLE,130.32958499999998
993090598,interstitial,UNITY,129.12255099999962
com.mobilityware.spider,native,VUNGLE,128.3722819999999
6478063606,interstitial,CHARTBOOST,128.05876799999916
com.Hadiz.Holeucaneat,interstitial,PANGLE,127.77671299999984
water.sort.puzzle.game.color.sorting.free,banner,APPLOVIN,127.09050500000248
1420058690,interstitial,DOUBLECLICK,125.89129399999992
com.pixel.art.coloring.color.number,interstitial,IRONSOURCE,125.74694300000016
com.fc.goods.sort.matching.puzzle.triplemaster,banner,INMOBI,125.45606099999918
com.mobilityware.spider,mrec,MOBILITYWARE,125.2921669999929
jigsaw.puzzle.game.banana,interstitial,DOUBLECLICK,124.96408599999977
6754558455,interstitial,APPLOVIN,123.62420799999974
puzzle.yarn.fever.unravel.puzzle,banner,MINTEGRAL,122.73141100000132
1357464684,mrec,MINTEGRAL,122.54966000000124
jigsaw.puzzle.game.banana,interstitial,VERVE,122.51106100000007
com.huub.tiger,mrec,NIMBUS,120.10577099998474
puzzle.yarn.fever.unravel.puzzle,banner,INNERACTIVE_DIRECT,119.99572800000352
water.sort.puzzle.game.color.sorting.free,banner,INMOBI,119.8495110000006
651510680,banner,IRONSOURCE,119.05965400000453
6742221896,interstitial,UNITY,118.27806299999995
com.easybrain.sudoku.android,native,MINTEGRAL,118.0754100000005
puzzle.yarn.fever.unravel.puzzle,interstitial,APPLOVIN,117.66132999999994
kjv.bible.kingjamesbible,mrec,A9TAM,117.33949600000524
com.easybrain.sudoku.android,banner,IRONSOURCE,117.23294899999952
1212951043,interstitial,MINTEGRAL,116.09772899999997
1420058690,banner,APPLOVIN,115.86048000000044
com.dubox.drive,interstitial,TAURUSX,115.72993500000018
com.fc.goods.sort.matching.puzzle.triplemaster,banner,MINTEGRAL,115.53490700000022
1212951043,interstitial,IRONSOURCE,115.20703900000008
com.goldendragon.luckyblessing,interstitial,IRONSOURCE,114.38295899999999
com.easybrain.sudoku.android,banner,VERVE,113.80845900000301
com.easybrain.sudoku.android,interstitial,UNITY,112.78273599999993
com.miui.player,banner,DOUBLECLICK,111.97541999999775
ball.sort.puzzle.color.sorting.bubble.games,interstitial,APPLOVIN,111.78704200000064
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,APPLOVIN,110.27210699999927
1212951043,banner,PANGLE,110.18779399999987
1342112505,native,CHARTBOOST,109.87879500000216
com.mobilityware.spider,banner,INNERACTIVE_DIRECT,109.80662900000034
com.studio27.MelonPlayground,interstitial,IRONSOURCE,109.64812000000018
6446005634,interstitial,MINTEGRAL,109.45552499999968
com.easybrain.sudoku.android,interstitial,IRONSOURCE,108.32923699999976
1080465358,mrec,A9TAM,107.24385399999952
1342112505,banner,A9TAM,106.38384400000054
com.domobile.applockwatcher,mrec,MINTEGRAL,106.27448200000222
1589762792,banner,APPLOVIN,105.81036799999842
com.playit.videoplayer,banner,VUNGLE,105.5266690000004
com.vincentb.MobControl,banner,APPLOVIN,105.41719699999761
com.vincentb.MobControl,interstitial,IRONSOURCE,105.17079399999974
com.netshort.abroad,banner,INMOBI,104.98559399999898
com.weaver.app.prod,interstitial,ZMATICOO,104.0250259999998
921765888,banner,APPODEAL,103.24463800000116
1502447854,native,VERVE,99.41789399999945
com.ecffri.arrows,banner,APPLOVIN,99.20724300000042
com.domobile.applockwatcher,native,MINTEGRAL,98.756455000002
com.netshort.abroad,banner,CHARTBOOST,97.12496299999756
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,APPLOVIN,96.81343100000004
com.domobile.applockwatcher,interstitial,PANGLE,95.70195499999976
jigsaw.puzzle.game.banana,banner,VUNGLE,95.20802499999876
1342112505,banner,APPODEAL,94.41143200000013
1445472541,interstitial,CHARTBOOST,94.21062099999966
videoplayer.videodownloader.downloader,native,APPLOVIN,92.95629599999201
puzzle.yarn.fever.unravel.puzzle,banner,APPLOVIN,92.43341299999895
kjv.bible.kingjamesbible,interstitial,DOUBLECLICK,92.3172959999993
com.fc.goods.sort.matching.puzzle.triplemaster,banner,APPLOVIN,92.00987500000147
1342112505,banner,APPLOVIN,91.20523400000052
com.easybrain.sudoku.android,interstitial,APPLOVIN,90.85095000000028
com.naver.linewebtoon,interstitial,DOUBLECLICK,90.83194100000013
1544750895,banner,VUNGLE,90.67947999999959
puzzle.yarn.fever.unravel.puzzle,banner,IRONSOURCE,89.7299599999997
com.mobilityware.spider,interstitial,TAURUSX,88.27844199999983
1420058690,banner,BIGO,87.45634200000114
1407852246,interstitial,ZMATICOO,86.52578999999936
921765888,native,IRONSOURCE,85.503050999995
videoplayer.videodownloader.downloader,native,VUNGLE,84.81495599999764
solitaire.patience.card.games.klondike.free,banner,PANGLE,83.91407900000088
993090598,mrec,INNERACTIVE_DIRECT,82.49222399999928
com.naver.linewebtoon,interstitial,VERVE,80.92252399999987
solitaire.patience.card.games.klondike.free,banner,APPODEAL,80.84620500000051
1544750895,mrec,KONTEXT,80.71320599999898
com.netshort.abroad,banner,MINTEGRAL,80.69433400000123
video.downloader.videodownloader,banner,MINTEGRAL,79.15585200000038
com.netshort.abroad,interstitial,BIGO,79.03416300000006
1357464684,mrec,INMOBI,77.7641910000003
395979574,banner,VERVE,77.71928700000015
puzzle.yarn.fever.unravel.puzzle,banner,UNITY,76.93481800000048
395979574,banner,VUNGLE,76.4316409999985
video.downloader.videodownloader,banner,PANGLE,75.71529299999933
6446005634,interstitial,IRONSOURCE,75.33402000000005
com.naver.linewebtoon,mrec,DOUBLECLICK,74.97658199999721
com.storymatrix.drama,native,DOUBLECLICK,74.7348210000002
com.netshort.abroad,interstitial,CHARTBOOST,73.85339000000224
1624606445,mrec,MINTEGRAL,73.49189600000015
com.loomgames.pixelflow,interstitial,IRONSOURCE,73.09313499999955
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,IRONSOURCE,72.9663729999995
1589762792,banner,DOUBLECLICK,72.86391800000038
1073936461,mrec,DOUBLECLICK,72.74896899999985
water.sort.puzzle.game.color.sorting.free,banner,INNERACTIVE_DIRECT,70.82570900000132
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,VERVE,70.54494500000135
512939461,banner,INNERACTIVE_DIRECT,70.34431300000088
com.particlenews.newsbreak,mrec,INMOBI,70.29681000000001
com.naver.linewebtoon,mrec,NIMBUS,70.00787900000029
com.domobile.applockwatcher,interstitial,A9TAM,69.83880799999974
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,CHARTBOOST,69.11165900000007
puzzle.yarn.fever.unravel.puzzle,interstitial,UNITY,68.2001989999999
840919914,banner,PANGLE,67.23547599999965
jigsaw.puzzle.game.banana,native,DOUBLECLICK,67.03131900000207
com.easybrain.sudoku.android,interstitial,A9TAM,66.18628500000047
video.downloader.videodownloader,banner,UNITY,65.01056500000175
1624606445,banner,INNERACTIVE_DIRECT,64.23822200000198
1342112505,banner,DOUBLECLICK,63.76087000000181
water.sort.puzzle.game.color.sorting.free,banner,UNITY,62.12578500000293
com.playit.videoplayer,banner,INNERACTIVE_DIRECT,62.08207099999987
com.netshort.abroad,interstitial,IRONSOURCE,61.093134000000234
6742221896,native,VUNGLE,59.62069899999794
kjv.bible.kingjamesbible,mrec,VUNGLE,59.42838800000277
puzzle.yarn.fever.unravel.puzzle,interstitial,IRONSOURCE,58.72219699999988
com.mobilityware.spider,banner,APPODEAL,58.63173800000027
com.aws.android,mrec,NIMBUS,58.24466999999985
jigsaw.puzzle.game.banana,banner,INMOBI,58.06259099999828
com.ludo.king,native,INNERACTIVE_DIRECT,57.77111600000119
com.netshort.abroad,native,DOUBLECLICK,56.704109000001495
1509453185,interstitial,MINTEGRAL,56.16005000000035
com.ludo.king,interstitial,IRONSOURCE,55.86630200000068
6478063606,native,DOUBLECLICK,55.376263999998756
6478063606,banner,APPLOVIN,54.46304899999843
1342112505,banner,CHARTBOOST,54.25048900000047
kjv.bible.kingjamesbible,native,INNERACTIVE_DIRECT,51.68061300000083
ball.sort.puzzle.color.sorting.bubble.games,banner,VERVE,51.54114900000125
1562817072,interstitial,PANGLE,50.90888700000014
1342112505,banner,VUNGLE,50.585736999999725
free.vpn.unblock.proxy.turbovpn,interstitial,TAURUSX,50.557324000000065
6504849169,native,MINTEGRAL,50.22640600000019
395979574,banner,CHARTBOOST,50.202930000000826
com.mobilityware.spider,banner,VUNGLE,49.96305199999663
1212951043,interstitial,APPLOVIN,49.563108999999876
jp.naver.linemanga.android,mrec,INMOBI,49.09186500000073
281940292,mrec,VERVE,48.568864999999946
com.easybrain.sudoku.android,banner,UNITY,47.76593800000127
com.playit.videoplayer,native,INNERACTIVE_DIRECT,47.61503700000038
1624606445,mrec,INNERACTIVE_DIRECT,47.59103300000079
com.fc.goods.sort.matching.puzzle.triplemaster,banner,VERVE,47.182107000000464
651510680,banner,INNERACTIVE_DIRECT,47.00750300000049
1342112505,interstitial,BIGO,45.87355999999993
6754558455,interstitial,PANGLE,44.99332099999984
kjv.bible.kingjamesbible,mrec,APPLOVIN,44.90635200000095
1502447854,banner,VERVE,44.595965000000795
water.sort.puzzle.game.color.sorting.free,banner,DOUBLECLICK,43.52000200000372
1589762792,native,DOUBLECLICK,43.0250909999996
puzzle.yarn.fever.unravel.puzzle,banner,INMOBI,42.947435000002145
com.aws.android,mrec,VUNGLE,42.721937999999966
com.netshort.abroad,banner,APPODEAL,42.632941000000436
com.callapp.contacts,mrec,BIGO,42.512542999999475
6504849169,interstitial,BIGO,42.42622199999989
921765888,interstitial,APPLOVIN,42.31230000000003
com.domobile.applockwatcher,mrec,APPODEAL,41.942124999999905
1584596271,interstitial,APPLOVIN,41.429961999999975
1212951043,native,VUNGLE,40.27106699999974
com.aws.android,interstitial,DOUBLECLICK,39.26213399999987
water.sort.puzzle.game.color.sorting.free,banner,VERVE,38.451678000000435
ball.sort.puzzle.color.sorting.bubble.games,interstitial,TAURUSX,37.89242399999992
puzzle.yarn.fever.unravel.puzzle,banner,VERVE,37.41212499999989
281940292,interstitial,DOUBLECLICK,37.264978999999926
395979574,native,CHARTBOOST,36.827467000000766
com.weaver.app.prod,interstitial,APPLOVIN,36.81251399999992
com.netshort.abroad,banner,IRONSOURCE,36.40576899999946
6451208928,banner,IRONSOURCE,36.30593299999973
com.easybrain.sudoku.android,banner,MINTEGRAL,36.29506000000018
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,IRONSOURCE,35.66238399999994
com.naver.linewebtoon,mrec,CHARTBOOST,35.238930000002625
1589762792,banner,CHARTBOOST,35.06984800000139
kjv.bible.kingjamesbible,interstitial,UNITY,34.93861999999996
512939461,banner,MINTEGRAL,34.89523199999943
jp.naver.linemanga.android,native,INMOBI,34.37950900000067
com.hotmini.drama.hot,interstitial,UNITY,34.309636999999974
kjv.bible.kingjamesbible,interstitial,BIGO,34.01241199999972
ball.sort.puzzle.color.sorting.bubble.games,interstitial,IRONSOURCE,33.32952799999998
com.naver.linewebtoon,banner,INMOBI,33.147317999999125
com.UCMobile.intl,interstitial,TAURUSX,33.08070399999991
1589762792,banner,PANGLE,33.03179600000021
kjv.bible.kingjamesbible,mrec,MINTEGRAL,32.84785299999955
com.ludo.king,native,MINTEGRAL,32.10297700000002
395979574,interstitial,APPLOVIN,31.979355000000005
6478063606,interstitial,APPLOVIN,31.582323000000027
com.easybrain.sudoku.android,banner,APPLOVIN,31.031071000001205
com.huub.tiger,banner,VUNGLE,30.993216000000082
1357464684,mrec,INNERACTIVE_DIRECT,30.394117000000005
com.pixel.art.coloring.color.number,banner,PANGLE,29.139393999999353
com.michatapp.im,interstitial,APPLOVIN,28.93100799999975
com.miui.player,banner,PANGLE,28.525155000000275
com.ludo.king,mrec,INNERACTIVE_DIRECT,28.309959000000287
1624606445,mrec,DOUBLECLICK,28.065059000000154
kjv.bible.kingjamesbible,mrec,INNERACTIVE_DIRECT,28.020392000000367
1080465358,banner,A9TAM,27.76960499999997
kjv.bible.kingjamesbible,interstitial,ZMATICOO,27.258032000000114
com.netshort.abroad,native,INNERACTIVE_DIRECT,27.24806700000001
1624606445,mrec,INMOBI,27.042509000000152
com.studio27.MelonPlayground,interstitial,TAURUSX,26.879721999999926
512939461,interstitial,MINTEGRAL,25.627224000000073
1342112505,native,BIGO,24.9599190000001
ball.sort.puzzle.color.sorting.bubble.games,banner,PANGLE,23.407031999999578
jp.naver.linemanga.android,mrec,CRITEO,23.346421000000017
com.lemon.lvoverseas,interstitial,APPLOVIN,23.014486000000208
1357464684,native,INNERACTIVE_DIRECT,22.885281000000003
com.mobilityware.spider,native,CHARTBOOST,22.50538300000051
kjv.bible.kingjamesbible,mrec,INMOBI,22.393410000000653
1498889847,banner,PANGLE,22.32937000000018
1498889847,interstitial,MINTEGRAL,22.28413
com.mobilityware.spider,banner,CHARTBOOST,22.228130000001087
com.mobilityware.spider,interstitial,CHARTBOOST,21.92335200000003
1509453185,interstitial,TAURUSX,21.59097300000001
1584596271,interstitial,CHARTBOOST,21.229228000000003
1212951043,interstitial,DOUBLECLICK,21.192498999999916
com.vincentb.MobControl,native,VUNGLE,20.659999999999666
com.lemon.lvoverseas,native,VUNGLE,20.57518000000048
1342112505,banner,UNITY,20.319534999999966
com.dubox.drive,mrec,TAURUSX,20.245960000000064
com.callapp.contacts,native,APPODEAL,19.439639999999947
6742221896,banner,UNITY,19.22789299999974
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,DOUBLECLICK,18.981684000000005
1624606445,interstitial,APPLOVIN,18.043073
kjv.bible.kingjamesbible,native,BIGO,17.959893999999963
1212951043,banner,VUNGLE,17.878482000000076
com.lemon.lvoverseas,native,APPLOVIN,17.398862999999615
1584596271,banner,PANGLE,17.341874000000068
com.weaver.app.prod,native,MINTEGRAL,17.296091000000107
com.playit.videoplayer,mrec,INNERACTIVE_DIRECT,16.766095999999944
1342112505,native,DOUBLECLICK,16.455577999999978
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,PANGLE,16.138013999999835
com.vincentb.MobControl,banner,VUNGLE,15.909084999999441
videoplayer.videodownloader.downloader,interstitial,IRONSOURCE,15.836389000000052
281940292,banner,APPODEAL,15.396926999999954
com.hotmini.drama.hot,native,DOUBLECLICK,15.124708000000048
993090598,banner,IRONSOURCE,14.83736199999925
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,A9TAM,14.378690000000015
1509453185,interstitial,ZMATICOO,14.369867999999995
6742221896,banner,VUNGLE,14.097417000000037
kjv.bible.kingjamesbible,native,DOUBLECLICK,14.064540999999673
com.sled.surfers.game,interstitial,IRONSOURCE,13.020650999999981
ball.sort.puzzle.color.sorting.bubble.games,interstitial,A9TAM,12.250727000000031
com.vincentb.MobControl,banner,MINTEGRAL,11.872952000000133
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,APPODEAL,11.855338000000033
com.callapp.contacts,banner,PANGLE,11.848386999999892
water.sort.puzzle.game.color.sorting.free,banner,PANGLE,11.795710999999967
water.sort.puzzle.game.color.sorting.free,interstitial,CHARTBOOST,11.763110000000019
1459645446,native,VUNGLE,11.552837000000032
1357464684,native,DOUBLECLICK,11.323527999999998
kjv.bible.kingjamesbible,mrec,DOUBLECLICK,11.268722999999277
com.vincentb.MobControl,native,INNERACTIVE_DIRECT,11.20780199999939
com.particlenews.newsbreak,banner,INMOBI,10.687123999999988
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,DOUBLECLICK,10.630039
1212951043,banner,MINTEGRAL,10.602719000000048
1357464684,mrec,PANGLE,10.422943000000028
puzzle.yarn.fever.unravel.puzzle,interstitial,A9TAM,10.343654
1624606445,native,MINTEGRAL,10.288594000000046
com.miui.player,banner,XIAOMI,10.235617000000133
com.callapp.contacts,mrec,APPODEAL,10.017433000000002
com.weaver.app.prod,native,VUNGLE,10.009639000000009
6471572249,interstitial,BIGO,9.821804999999992
6465991018,banner,APPLOVIN,9.295856000000006
395979574,banner,APPLOVIN,9.069790999999977
