market_id,app_name,account_name,am_name,total_spend_90d,non_vx_spend_90d,vx_spend_90d,vx_spend_pct_90d,vx_rank_90d,exchanges_above_vx_90d,from_previous_analysis,total_spend_30d,non_vx_spend_30d,vx_spend_30d,vx_spend_pct_30d,vx_rank_30d,exchanges_above_vx_30d,won_or_lost_rank_30d
com.yolo.hiddenobjects,Find Hidden Objects - Spot It!,Yolo Oyun Yazılım ve Pazarlama AS,Dina Eraksan,189302.6167415153,131668.79055852213,57633.82618299314,30.45,1,,,46630.91286109436,32866.09123709435,13764.821624000013,29.52,1,,Held
642831690,Jigsaw Collection HD,Veraxen Ltd,Kseniia Fesenko,188177.50111390543,96179.20769597193,91998.29341793351,48.89,1,,,45612.82409800841,23514.609572004378,22098.21452600403,48.45,1,,Held
1484468651,Dice Dreams,Superplay,Beth Taylor-Lowen,187661.851982999,29987.36569500006,157674.48628799897,84.02,1,,,47107.17028200016,12143.44396500002,34963.72631700014,74.22,1,,Held
com.puzzlegames.puzzlebrickslegend,2677 Puzzle Bricks,"LeYoo,Inc.",Seven Tu,187161.4815403439,137380.319633369,49781.16190697488,26.6,1,,,59949.99716012734,36968.27668713179,22981.720472995552,38.33,1,,Held
com.mi.globalbrowser,com.mi.globalbrowser,Xiaomi Group,Sunton Sun,185728.2953429225,117360.5822926611,68367.71305026139,36.81,2,XIAOMI,,55798.472108087335,32701.93158705524,23096.540521032097,41.39,2,XIAOMI,Held
894546091,WEBTOON: Comics,WEBTOON,Sunyoung Min,185552.86079594528,115702.16530294552,69850.69549299974,37.64,1,,,65871.32762299724,37586.59271599643,28284.734907000813,42.94,1,,Held
6755815731,Word Screw-3D Unscrew Bolts,ToGather Fun Limited,Harper Zhang,184978.2147182075,46219.73596127348,138758.47875693403,75.01,1,,,58569.05592695975,15644.697154968802,42924.35877199095,73.29,1,,Held
com.fc.goods.sort.matching.puzzle.triplemaster,Goods Sorting: Match 3 Puzzle PM_1945,FALCON GLOBAL LTD.,Nam Trinh,184151.9018416312,124353.64159363162,59798.26024799959,32.47,1,,,55343.20739911889,34602.20046111866,20741.00693800023,37.48,1,,Held
com.arrow.out,Arrow Out,Lion Studios,Matthew Hong,183708.0439566524,62828.16871568247,120879.87524096992,65.8,1,,,69430.29873003328,21110.470177040304,48319.82855299298,69.59,1,,Held
6737022506,Screw Jam Master,BOLOYO LIMITED,Ronald Long,182394.7772720383,49878.389246059145,132516.38802597916,72.65,1,,,60020.07767400377,22773.736802005897,37246.34087199787,62.06,1,,Held
com.Hadiz.Holeucaneat,Hole U Can Eat Home App,App Central ltd,Beth Taylor-Lowen,182165.0107790076,97926.20542799454,84238.80535101306,46.24,1,,,51894.46008900094,28715.45010700074,23179.0099820002,44.67,1,,Held
6744317674,Wool Craze,Vicok Limited New,Aria Gao,181986.9257373777,39368.836336438486,142618.08940093918,78.37,1,,,47821.27992096225,10471.683704964778,37349.59621599747,78.1,1,,Held
com.gamovation.tileclub,Tile Club,GamoVation,Hadil Salameh,181028.0384909123,40881.070835949286,140146.96765496302,77.42,1,,,55127.01872800105,11248.12309300292,43878.89563499813,79.6,1,,Held
6504122823,Epic Plane Evolution,Voodoo,Hadil Salameh,180411.86340100205,89908.32803300253,90503.53536799952,50.16,1,,,41656.38082399999,21878.31856699996,19778.06225700003,47.48,1,,Held
1635760774,Hotel Master,Saygames LTD,Beth Taylor-Lowen,179715.93443206293,62538.64055312174,117177.2938789412,65.2,1,,,48923.32535814011,18365.830594140727,30557.494763999384,62.46,1,,Held
com.gimica.treasuremaster,Treasure Master,Gimica GmbH,Dina Eraksan,178869.27644601912,54444.5199270237,124424.75651899542,69.56,1,,,53153.93405799962,16531.83206799964,36622.10198999998,68.9,1,,Held
6745003362,Grow Forest: Oasis Word Puzzle,Apoggy Limited,Soojin Moon,178315.04686805716,50428.58205107605,127886.46481698113,71.72,1,,,44355.10826899143,13832.03700799008,30523.07126100135,68.82,1,,Held
com.michatapp.im,MiChat,MICHAT PTE. LIMITED,Harper Zhang,177832.14017701262,129465.94470300929,48366.19547400334,27.2,3,"INNERACTIVE_DIRECT, INMOBI",,57855.39289499936,41795.44216899938,16059.950725999975,27.76,3,"INNERACTIVE_DIRECT, INMOBI",Held
500962489,Spider ▻ Solitaire,"PeopleFun, Inc.",Matthew Hong,177486.0515893263,118942.28069038191,58543.77089894439,32.98,2,APPODEAL,,70290.2707701315,52048.67242812568,18241.59834200582,25.95,2,APPODEAL,Held
6642698438,Screw Hybrid iOS,Mavericks Mobile,Ronald Long,176077.5886173629,65632.20880745201,110445.37980991088,62.73,1,,,57627.984388934026,20674.23138894082,36953.75299999321,64.12,1,,Held
ai.character.app,"Character AI: Chat, Talk, Text",CharacterAI,Alex Moore,175145.43525410315,14188.835186989088,160956.60006711408,91.9,1,,,75852.1981069926,3645.1858720001737,72207.01223499242,95.19,1,,Held
videoplayer.videodownloader.downloader,D_12,AKRURA PTE LTD,Nam Trinh,175080.96296295256,44813.739286936274,130267.22367601628,74.4,1,,,57068.6745289846,13871.271322982022,43197.40320600258,75.69,1,,Held
6742812903,英语：Grill Sort 日语：グリルソート,Fodream Limited,Harper Zhang,172931.8005435298,69953.87329563923,102977.92724789058,59.55,1,,,42760.0139560168,16218.876914016832,26541.13704199997,62.07,1,,Held
com.offerup,OfferUp Android,OfferUp,Kasey Geist,172467.05967099866,23836.31535499976,148630.7443159989,86.18,1,,,54769.71843100038,8358.776599000073,46410.94183200031,84.74,1,,Held
6444837964,whoo,LinQ inc,Soojin Moon,171938.2784790179,95961.69659407678,75976.58188494112,44.19,1,,,54935.70615501119,34041.094349010426,20894.611806000765,38.03,1,,Held
6465991018,Cryptoguru: Trading Simulator,Sonderads,Kseniia Fesenko,171571.19686299874,64481.80126599882,107089.39559699992,62.42,1,,,53930.04818899992,20870.2252810001,33059.82290799982,61.3,1,,Held
com.litatom.app,Litmatch—Make new friends Android,CONSTRUCT TECHNOLOGY PTE LTD,Ronald Long,171426.53581804546,60065.03266399327,111361.5031540522,64.96,1,,,52077.5808769997,18223.600117997674,33853.98075900203,65.01,1,,Held
840919914,2048 iOS MAX,Ketchapp,Hadil Salameh,171080.24006997768,156500.7548359777,14579.485233999969,8.52,4,"CHARTBOOST, APPODEAL, INMOBI",,47384.62065403558,41717.25816403558,5667.362489999996,11.96,3,"CHARTBOOST, APPODEAL",Won
1466346433,Eureka iOS,SocialLoop LLC,-,170271.2534789999,63381.86993100001,106889.3835479999,62.78,1,,,46686.75223000003,17533.018077000008,29153.73415300002,62.45,1,,Held
6448392144,Cake Sort - Color Puzzle Game IOS PM D2M,FALCON GLOBAL LTD.,Nam Trinh,170164.21280612913,68369.91759121575,101794.29521491336,59.82,1,,,53908.99074404112,22993.53311604234,30915.457627998778,57.35,1,,Held
469463298,Citymapper,Citymapper (Via),Louis Wallworth,168426.60455004597,68700.65292804423,99725.95162200174,59.21,1,,,56943.29058901107,26987.11519700987,29956.175392001205,52.61,1,,Held
com.mobilityware.solitaire,Android Solitaire,Mobility Ware,Natalie Kenyon,168025.07798499544,94130.89367899708,73894.18430599837,43.98,1,,,52729.975190000565,27283.780734000407,25446.19445600016,48.26,1,,Held
1212951043,Woody iOS,Free Block Puzzle Games Inc.,Sales Ops,167921.01486529253,155559.01555329224,12361.999312000296,7.36,6,"BIGO, APPODEAL, CHARTBOOST, INNERACTIVE_DIRECT, INMOBI",,27626.286154053956,24622.66891105396,3003.6172429999956,10.87,5,"APPODEAL, CHARTBOOST, INNERACTIVE_DIRECT, UNITY",Won
6449486871,Question.AI,QuestionAI,Seven Tu,166827.66267499878,40780.25430499978,126047.408369999,75.56,1,,,52940.067664000635,10461.45530599996,42478.612358000675,80.24,1,,Held
com.goldendragon.luckyblessing,3091-Golden Dragon Blessing,Snail,Seven Tu,166611.3385670013,115412.98918300084,51198.34938400046,30.73,2,BIGO,,45603.024865999745,29174.04740899975,16428.977456999997,36.03,2,BIGO,Held
1667538616,Balls Versus Blocks,Gimica GmbH,Dina Eraksan,165795.04398500672,39841.980941017515,125953.0630439892,75.97,1,,,38186.96568199973,8425.804788999036,29761.160893000695,77.94,1,,Held
6478063606,10093 ColorBlock - Combo Blast,"LeYoo,Inc.",Seven Tu,165067.43842705784,100658.52028507876,64408.91814197909,39.02,1,,,35893.43859200078,25108.76692799991,10784.671664000864,30.05,1,,Held
1153883316,Word Cookies!,Bitmango,Sunyoung Min,164761.79215000596,6104.264694000284,158657.5274560057,96.3,1,,,50394.88679099968,1993.3067799999956,48401.58001099968,96.04,1,,Held
382002079,OneFootball iOS,Onefootball Gmbh,Tori Edwards,164407.58178199216,107645.30937296612,56762.27240902603,34.53,2,INNERACTIVE_DIRECT,,45563.21144700384,30068.7985270019,15494.412920001942,34.01,2,INNERACTIVE_DIRECT,Held
live.shorttv.apps,ShortTV,SHUNYOU PTE LTD,Harper Zhang,163940.12530899898,10543.240793000014,153396.88451599897,93.57,1,,,48198.141486999986,3526.272921000003,44671.86856599998,92.68,1,,Held
1633296501,Macadam iOS,"MACADAM TECHNOLOGIES, S.L.",Sales Ops,163923.10623299587,78551.59531199795,85371.51092099793,52.08,1,,,51042.613838999736,24927.939808000046,26114.674030999693,51.16,1,,Held
1610874732,Melon Playground,PCA Bear LLC,Kseniia Fesenko,163917.66605799174,33228.225132999934,130689.4409249918,79.73,1,,,29999.97242100001,11166.37442399998,18833.59799700003,62.78,1,,Held
1519174001,Art Puzzle - iOS,Easybrain Ltd,Dina Eraksan,162915.78329364027,95645.6330607054,67270.15023293487,41.29,1,,,45676.98091800175,26561.29643299915,19115.684485002603,41.85,1,,Held
com.easybrain.number.puzzle.game,Number Match GP,Easybrain Ltd,Dina Eraksan,162212.99806585215,77013.14759487621,85199.85047097593,52.52,1,,,52763.48078101311,21693.75077401018,31069.73000700293,58.88,1,,Held
6692629257,Connect Word iOS,HITAPPS GAMES LTD,Beth Taylor-Lowen,161878.38795732302,75636.4598873789,86241.92806994413,53.28,1,,,35971.17313800471,16298.93917800134,19672.233960003377,54.69,1,,Held
com.billiardsgame.ballking,8 Ball King,The Byte Combat (HongKong) Limited,Seven Tu,160313.6959350001,45869.7952450003,114443.9006899998,71.39,1,,,60137.683194,18439.22557800008,41698.45761599991,69.34,1,,Held
6446890186,Wooden Puzzle Bliss,Gimica GmbH,Dina Eraksan,159707.0976180139,48330.07478002545,111377.02283798848,69.74,1,,,33583.505619998214,12490.110031997325,21093.39558800089,62.81,1,,Held
1465731199,2 Players iOS,Jungle Frog LDA,Louis Wallworth,159445.7007912548,89423.21011028999,70022.49068096484,43.92,1,,,49761.423489028195,27883.066717027687,21878.356772000505,43.97,1,,Held
com.weaver.app.prod,Talkie,SUBSUP PTE. LTD.,Seven Tu,159327.12254697492,136503.89513499348,22823.227411981436,14.32,2,INNERACTIVE_DIRECT,,48588.15279399563,37457.656099998065,11130.496693997567,22.91,2,INNERACTIVE_DIRECT,Held
6446197181,Glow: Fashion Idol iOS_CL,TabTale LTD,Dina Eraksan,159137.01070800214,7510.96759800004,151626.0431100021,95.28,1,,,43447.95773600016,1794.4604280000008,41653.497308000166,95.87,1,,Held
6743091090,Shape Escape iOS,FIOGONIA LIMITED,Louis Wallworth,158685.8084399688,59715.00003498036,98970.80840498843,62.37,1,,,40024.751033000815,17752.881400999857,22271.86963200096,55.65,1,,Held
com.newreading.goodreels,GoodReels-Android,Singapore New Reading Technology Pt,Sunton Sun,157656.05380799965,60505.83726699978,97150.21654099986,61.62,1,,,48122.36227699997,17706.08282899998,30416.279447999987,63.21,1,,Held
1214223596,Word Trip iOS,Playsimple Games,Rutvij Jadav,157478.99234917603,84118.80176120684,73360.1905879692,46.58,1,,,41769.75821301573,22778.16549201443,18991.592721001303,45.47,1,,Held
com.xm.csee,iCSee,HANGZHOU JF SOFTWARE CO LTD,Aria Gao,156404.3184669683,23938.609729997985,132465.70873697032,84.69,1,,,86992.31729199436,6039.580150000549,80952.73714199381,93.06,1,,Held
398157427,Mackolik iOS,Mackolik,Louis Wallworth,156343.0691749454,98167.46816796876,58175.60100697666,37.21,2,DOUBLECLICK,,58817.57854499181,46098.15961999091,12719.418925000902,21.63,2,DOUBLECLICK,Held
1331794412,Bricks n Balls,"PeopleFun, Inc.",Matthew Hong,156336.25496622353,68835.56580229197,87500.68916393156,55.97,1,,,41309.07590702387,20428.2493550199,20880.82655200397,50.55,1,,Held
com.miui.player,com.miui.player,Xiaomi Group,Sunton Sun,155942.23318888588,140711.92591188726,15230.30727699862,9.77,2,XIAOMI,,46623.68645907531,40962.91832307543,5660.7681359998805,12.14,2,XIAOMI,Held
com.miui.videoplayer,com.miui.videoplayer,Xiaomi Group,Sunton Sun,155769.07990827353,126421.24264727034,29347.83726100321,18.84,2,XIAOMI,,50802.29256504743,38380.91756004698,12421.375005000444,24.45,2,XIAOMI,Held
6758326278,Arrows GO! iOS,OAKEVER GAMES PTE LTD,Aria Gao,154560.96468609077,96257.31012809472,58303.65455799605,37.72,1,,,122358.10446603048,71971.9074920329,50386.196973997576,41.18,1,,Held
6449243946,Linked Snake,Supercent,Sunyoung Min,154560.65085296752,59270.010075998274,95290.64077696925,61.65,1,,,39687.47580499374,16141.377210992956,23546.098594000778,59.33,1,,Held
1357464684,KJV iOS,OAKEVER GAMES PTE LTD,Aria Gao,154399.1390140896,104560.64789208952,49838.49112200009,32.28,2,APPODEAL,,44265.58811901193,31190.63855101192,13074.949568000013,29.54,2,APPODEAL,Held
solitaire.patience.card.games.klondike.free,Solitaire-Android,Guru Network Limited,Harper Zhang,154009.11868073797,103609.91417873774,50399.20450200022,32.72,1,,,48021.90787113256,28054.85129613283,19967.056574999733,41.58,1,,Held
890378044,Toy Blast,Zynga,Lisa Tolentino,153576.0870930004,31009.370132999866,122566.71696000051,79.81,1,,,45873.687957999886,9922.902697000003,35950.78526099988,78.37,1,,Held
1492722342,Animal Kingdom: Coin Raid,Innplay Labs,Beth Taylor-Lowen,153101.42091200064,19307.26642000003,133794.1544920006,87.39,1,,,42264.291870000096,6438.219020999988,35826.072849000106,84.77,1,,Held
1498889847,Litmatch - Make new friends,CONSTRUCT TECHNOLOGY PTE LTD,Ronald Long,152989.00661699957,76673.05214398379,76315.9544730158,49.88,1,,,56766.70039600477,27587.68732300317,29179.013073001606,51.4,1,,Held
com.mobilityware.Spades,Android Spades,Mobility Ware,Natalie Kenyon,152951.695019994,49737.60886199856,103214.08615799544,67.48,1,,,53973.4394499994,17087.0581979996,36886.3812519998,68.34,1,,Held
6474685600,6474685600,gamestudiopsv@gmail.com,Kseniia Fesenko,152191.36401843373,85776.2665134873,66415.09750494645,43.64,1,,,41346.13929219261,19897.353457187717,21448.785835004892,51.88,1,,Held
io.supercent.linkedcubic,Linked Snake,Supercent,Sunyoung Min,151386.98205192634,101560.96183897252,49826.020212953816,32.91,1,,,32194.793769998083,18887.34995499605,13307.443815002034,41.33,1,,Held
com.radio.pocketfm,PocketFM Android,Pocket FM Corp,Rutvij Jadav,150677.17563226953,84470.81241126922,66206.3632210003,43.94,1,,,53084.04503401569,26548.88949401612,26535.15553999957,49.99,1,,Held
1572726361,iOS Gin Rummy,Mobility Ware,Natalie Kenyon,150514.2222269997,48812.89230399914,101701.32992300057,67.57,1,,,37798.503855000155,13983.498448000026,23815.00540700013,63.01,1,,Held
1569776448,Get Color,Tripledot Studios,Tori Edwards,149258.09687886713,92763.94481491575,56494.15206395137,37.85,1,,,55484.842695004125,31580.650940999945,23904.19175400418,43.08,1,,Held
com.easybrain.art.puzzle,Art Puzzle GP,Easybrain Ltd,Dina Eraksan,149187.65889902753,51883.53163702089,97304.12726200664,65.22,1,,,36003.06070800496,11966.38983000566,24036.6708779993,66.76,1,,Held
com.scores365,Android 365Scores: Live Scores & News,365scores,Beth Taylor-Lowen,149136.3621559971,18319.401331001696,130816.96082499542,87.72,1,,,41531.02849800022,6134.039346000005,35396.98915200021,85.23,1,,Held
1132762804,NewsBreak: Local News & Alerts,Particle Media Inc,Alex Moore,148565.61065099997,117027.16130599978,31538.44934500018,21.23,3,"SMAATO, INMOBI",,51524.79436900019,20301.95175600007,31222.84261300012,60.6,1,,Won
6742221896,Dreamy Room_ios,AbiGroup,Nam Trinh,148287.55393858533,147564.62467958537,722.9292589999731,0.49,7,"IRONSOURCE, MINTEGRAL, INNERACTIVE_DIRECT, APPLOVIN, DOUBLECLICK, UNITY",,52884.57405712842,52792.001684128416,92.57237300000112,0.18,6,"IRONSOURCE, MINTEGRAL, INNERACTIVE_DIRECT, APPLOVIN, DOUBLECLICK",Won
1671315416,Jagat-iOS,JAGAT TECHNOLOGY PTE LTD,Ronald Long,148172.43320194707,45984.836475975746,102187.59672597132,68.97,1,,,42174.59326800404,14996.182710002153,27178.410558001888,64.44,1,,Held
com.easybrain.sudoku.android,Sudoku - Classic Logic Puzzle Game,Easybrain Ltd,Dina Eraksan,147439.6039868811,63245.860246910685,84193.7437399704,57.1,1,,,52010.32795300877,16263.00268000811,35747.32527300066,68.73,1,,Held
6448176203,GoodReels-IOS,Singapore New Reading Technology Pt,Sunton Sun,147217.6956440006,28019.974830000177,119197.72081400044,80.97,1,,,38364.9915229999,8118.137897000004,30246.8536259999,78.84,1,,Held
com.callapp.contacts,CallApp,CallApp Software Ltd.,Beth Taylor-Lowen,147028.346580152,133017.01174714457,14011.334833007428,9.53,5,"MINTEGRAL, INMOBI, VERVE, BIGO",,48800.8414309021,42535.59004790195,6265.251383000157,12.84,3,"MINTEGRAL, INMOBI",Won
358899126,"Tagged -Chill, Chat & Go Live!",The Meet Group,Natalie Kenyon,146730.3284082571,88007.68478827525,58722.643619981856,40.02,1,,,43317.883917028055,26465.93727902638,16851.946638001675,38.9,1,,Held
com.picsart.studio,PicsArt Photo Studio: Collage Maker & Pic Editor,Picsart Inc,Matthew Hong,146688.61203343084,71058.10349853266,75630.5085348982,51.56,1,,,41155.94946902004,20469.463758016285,20686.48571100375,50.26,1,,Held
jigsaw.puzzle.game.banana,Jigsaw Android,OAKEVER GAMES PTE LTD,Aria Gao,146574.2046478112,105571.19296481003,41003.011683001154,27.97,2,APPODEAL,,46165.78885816272,31052.426004161807,15113.362854000909,32.74,2,APPODEAL,Held
com.vincentb.MobControl,Mob Control Android,Voodoo,Hadil Salameh,145649.40185837424,108262.19421837716,37387.20763999707,25.67,2,APPODEAL,,54442.87304204563,43003.38363404535,11439.489408000276,21.01,3,"APPODEAL, INNERACTIVE_DIRECT",Lost
6446669987,VitaSolitaire iOS,OAKEVER GAMES PTE LTD,Aria Gao,145528.0261083928,110462.7188803942,35065.307227998615,24.1,2,VERVE,,40717.91405903284,29615.118909031866,11102.795150000971,27.27,2,VERVE,Held
526641427,Flow Free iOS,Big Duck Games,Natalie Kenyon,145165.98757799837,59078.43354403857,86087.55403395981,59.3,1,,,40846.47636700106,16901.7977870024,23944.67857999866,58.62,1,,Held
6452119853,Wordscapes Solitaire,"PeopleFun, Inc.",Matthew Hong,143959.17026201685,32619.89773802829,111339.27252398856,77.34,1,,,37655.764669000215,10472.16850399952,27183.59616500069,72.19,1,,Held
372648912,"MeetMe - Go Live, Chat & Meet",The Meet Group,Natalie Kenyon,143954.00496719484,83273.12038921856,60680.88457797628,42.15,1,,,43780.81415102956,26902.968375027292,16877.84577600227,38.55,1,,Held
easy.sudoku.puzzle.solver.free,Sudoku Android,OAKEVER GAMES PTE LTD,Aria Gao,142674.4602420382,105155.89264604318,37518.56759599499,26.3,2,INNERACTIVE_DIRECT,,39617.861211117255,24146.50474311714,15471.356468000118,39.05,1,,Won
418987775,TuneIn Radio,Freestar,Sales Ops,142585.17068496725,92968.88732599768,49616.283358969566,34.8,1,,,31276.419155001706,16696.36201600043,14580.057139001276,46.62,1,,Held
1080465358,IT-PM_Futbin_iOS,AddApptr GmbH,Dina Eraksan,142156.45211789932,77263.57542594509,64892.87669195422,45.65,1,,,41663.466005998744,22740.283133000594,18923.18287299815,45.42,1,,Held
com.football.soccer.league,Football League 2023,Gamegou,Ronald Long,141598.99333400375,15833.799773993183,125765.19356001056,88.82,1,,,46012.044905001814,5216.839464000524,40795.20544100129,88.66,1,,Held
com.outfit7.mytalkingtom2,My Talking Tom 2 - Android,Outfit7,Tori Edwards,141552.36618500482,99858.10252300318,41694.263662001635,29.46,1,,,30661.563820000145,22734.715730000215,7926.84808999993,25.85,2,INMOBI,Lost
1624606445,Hops,dely Inc.,Soojin Moon,141130.28923911284,94503.90774611276,46626.38149300009,33.04,1,,,45852.80577901022,28181.13397501016,17671.671804000052,38.54,1,,Held
free.vpn.unblock.proxy.turbovpn,Turbo,INNOVATIVE CONNECTING PTE.LIMITED,Harper Zhang,140002.8757589731,104594.2733519816,35408.60240699149,25.29,3,"INMOBI, DOUBLECLICK",,44206.07425199805,35323.60978199946,8882.464469998587,20.09,3,"INMOBI, DOUBLECLICK",Held
com.soccer.score.star,Soccer Super Star,Gamegou,Ronald Long,139877.77227997532,15602.460164986482,124275.31211498885,88.85,1,,,48012.080348003095,4475.268146000812,43536.812202002286,90.68,1,,Held
com.king.candycrushsodasaga,Candy Crush Soda Saga_Android,Activision Blizzard Media (King),Kasey Geist,139821.2183010109,42104.13365599993,97717.08464501095,69.89,1,,,45576.07366900201,12102.42917699997,33473.644492002044,73.45,1,,Held
6751225067,Gocrypto,Clickfun Limited,Kseniia Fesenko,139667.88479999974,9543.833785000044,130124.0510149997,93.17,1,,,48898.16464799985,5264.353949000009,43633.81069899984,89.23,1,,Held
1644099880,Cryptogram: Word Brain Puzzle,Joyteractive Ltd,Kseniia Fesenko,139351.17402214473,68942.40160521975,70408.77241692497,50.53,1,,,42594.18044699854,19867.68340699363,22726.497040004913,53.36,1,,Held
1658958534,Goods Triple,Speelead Limited,Aria Gao,139262.83182317473,49851.84947321389,89410.98234996085,64.2,1,,,40760.780874004064,14928.764359003564,25832.0165150005,63.37,1,,Held
com.Hadiz.Yogaflex,Yoga Flex Home App,App Central ltd,Beth Taylor-Lowen,138962.38133899576,87218.10682599802,51744.27451299774,37.24,1,,,48300.73279599969,24540.266918000172,23760.46587799952,49.19,1,,Held
6446005634,Hunting Sniper,WuHan PaPa Interactive Technology Ltd.,Seven Tu,138545.71618599986,80656.22806699984,57889.48811900002,41.78,2,BIGO,,32109.067640999987,17937.786953,14171.280687999986,44.13,2,BIGO,Held
com.flow.mobile,Emochi,Flow,Harper Zhang,138407.55077700128,34264.1431170005,104143.40766000078,75.24,1,,,50057.05488200171,12389.075397000315,37667.97948500139,75.25,1,,Held
1197961218,Fillword iOS,IP Timoshkov,Sales Ops,138090.72078895662,58910.405598975056,79180.31518998156,57.34,1,,,31655.208482998416,11975.241463996965,19679.96701900145,62.17,1,,Held
com.huub.tiger,TheDaily-Tiger,Sliide,Beth Taylor-Lowen,136657.18092511562,136487.86586411562,169.315061,0.12,3,"DOUBLECLICK, NIMBUS",,45265.57843401211,45096.26337301211,169.315061,0.37,3,"DOUBLECLICK, NIMBUS",Held
1623318294,Cookie iOS,Microfun,Ronald Long,136585.62229399965,51007.56611499995,85578.05617899972,62.66,1,,,44892.54392899999,17150.746275999936,27741.79765300006,61.8,1,,Held
com.zynga.words3,Words With Friends 3 Android,Zynga,Lisa Tolentino,136532.33685198595,45086.87243899278,91445.46441299315,66.98,1,,,47309.4457460012,9332.483133000953,37976.96261300024,80.27,1,,Held
com.naver.linewebtoon,WEBTOON,WEBTOON,Sunyoung Min,136459.18687196824,112915.66011596736,23543.526756000872,17.25,3,"APPODEAL, CRITEO",,38011.617974999506,31419.83401899948,6591.7839560000275,17.34,3,"APPODEAL, CRITEO",Held
io.randomco.travel,Travel Town Android,Moon Active,Tori Edwards,136458.74261699867,15233.195323000064,121225.54729399862,88.84,1,,,49500.17066499996,5284.906651999993,44215.26401299997,89.32,1,,Held
1514542157,Water Sort Puzzle iOS,IEC Global Pty Ltd.,Nam Trinh,136242.58390806438,68722.69013614008,67519.8937719243,49.56,1,,,40607.818075988806,19693.3098279833,20914.50824800551,51.5,1,,Held
6689516283,Perfect Tidy_ios,AbiGroup,Nam Trinh,136186.94912763307,78997.07771576563,57189.87141186743,41.99,1,,,37595.913566075746,22799.53333206741,14796.380234008337,39.36,1,,Held
651510680,Trivia Crack iOS,Etermax,Jack Dove,135949.75755106664,79335.61507607685,56614.1424749898,41.64,1,,,45881.451126010106,27495.8233450102,18385.627780999905,40.07,1,,Held
com.superking.parchisi.star,Parchisi STAR Android,Gameberry Labs Private Limited,Rutvij Jadav,135789.57524100645,8164.828269998096,127624.74697100835,93.99,1,,,41489.66738599652,2318.5971829995597,39171.07020299696,94.41,1,,Held
1086101495,ZEDGE™ Wallpapers,"Zedge, Inc.",Dumitru Cazacu,135740.03226199572,28077.068957000545,107662.96330499517,79.32,1,,,33027.42524399989,8118.933888000108,24908.49135599978,75.42,1,,Held
com.domobile.applockwatcher,AppLock,DoMobile,Ronald Long,135249.23374807797,64574.34115508467,70674.8925929933,52.26,1,,,51177.818271034426,25986.829235027057,25190.98903600737,49.22,1,,Held
1454213029,WeWard,WeWard,Tori Edwards,134851.78206899972,41860.89416800007,92990.88790099965,68.96,1,,,65943.74782999996,24177.827648999995,41765.920180999965,63.34,1,,Held
1410235921,naradexltd_planetVPN-WW,Yandex Inc.,Kseniia Fesenko,134833.35848800003,14043.171096000257,120790.18739199976,89.58,1,,,39030.266106002266,4422.052352999998,34608.21375300227,88.67,1,,Held
com.tranzmate,Moovit Android,MOOVIT APP GLOBAL LTD,Beth Taylor-Lowen,133980.28245097178,43830.347879988694,90149.93457098308,67.29,1,,,47939.690553996,23226.495338995883,24713.19521500012,51.55,1,,Held
com.ig.screwdom,Screwdom_com.ig.screwdom,Zego Global Pte Ltd,Nam Trinh,132996.1215932797,71761.60703229516,61234.514560984535,46.04,1,,,36781.925263988946,16679.01547598751,20102.90978800143,54.65,1,,Held
1618041797,Sudoku-iOS,jiayou,Sunton Sun,132811.7365390298,63435.98447008628,69375.75206894353,52.24,1,,,34620.77481898983,17136.28942498638,17484.48539400345,50.5,1,,Held
6471265311,Water Sorter,Gimica GmbH,Dina Eraksan,132163.16140500671,31333.082695014105,100830.0787099926,76.29,1,,,29914.84554299983,8921.297916999558,20993.54762600027,70.18,1,,Held
com.pieyel.scrabble,Scrabble Go,Scopely,Natalie Kenyon,131459.6848943922,62067.44545039637,69392.23944399584,52.79,1,,,46651.54460698363,16111.52365998225,30540.020947001383,65.46,1,,Held
com.oakever.arrows,Arrows GO! Android,OAKEVER GAMES PTE LTD,Aria Gao,131111.2548564026,86996.57474840507,44114.68010799755,33.65,1,,,108563.60882728506,73263.482352286,35300.126474999066,32.52,1,,Held
com.Cash.Drama,CashDrama,The Byte Combat (HongKong) Limited,Seven Tu,130918.19177900012,48125.61709599967,82792.57468300045,63.24,1,,,36655.28849000001,11223.273774000028,25432.014715999987,69.38,1,,Held
com.supercell.hayday,Hay Day Android,Supercell,Louis Wallworth,130357.609504979,11923.812007999915,118433.79749697908,90.85,1,,,45271.28921400495,1498.900190999996,43772.38902300496,96.69,1,,Held
834185106,Spades Plus - Card Game,Zynga,Lisa Tolentino,130279.82263599974,15972.31166500002,114307.51097099972,87.74,1,,,29776.960407000053,6651.825934000003,23125.13447300005,77.66,1,,Held
6633425539,Screw Sort 3D,Fodream Limited,Harper Zhang,130242.62883321104,44126.3090412733,86116.31979193774,66.12,1,,,35631.51303896637,14949.847256962725,20681.66578200364,58.04,1,,Held
defense.roguelike.cell.shoot.survivor,細胞保衛戰,ToGather Fun Limited,Harper Zhang,130154.32618700006,66592.56416800006,63561.762019,48.84,1,,,30593.982124,16778.533493000024,13815.44863099998,45.16,1,,Held
