Market ID,App Name,Account Name,AM Name,From Previous Analysis?,Total Spend (90D),VX Spend (90D),Non-VX Spend (90D),VX Spend % (90D),VX Rank (90D),Exchanges Above VX (90D),VX Video Spend (90D),VX Video % (90D),VX Non-Video Spend (90D),VX Non-Video % (90D),VX Video Rank (90D),Exchanges Above VX - Video (90D),VX Non-Video Rank (90D),Exchanges Above VX - Non-Video (90D),Non-VX Video Spend (90D),Non-VX Video % (90D),Non-VX Non-Video Spend (90D),Non-VX Non-Video % (90D),Total Spend (30D),VX Spend (30D),Non-VX Spend (30D),VX Spend % (30D),VX Rank (30D),Exchanges Above VX (30D),Won or Lost Rank (30D)?,VX Video Spend (30D),VX Video % (30D),VX Non-Video Spend (30D),VX Non-Video % (30D),VX Video Rank (30D),Exchanges Above VX - Video (30D),VX Non-Video Rank (30D),Exchanges Above VX - Non-Video (30D),Non-VX Video Spend (30D),Non-VX Video % (30D),Non-VX Non-Video Spend (30D),Non-VX Non-Video % (30D)
6748397500,Arrows – Puzzle Escape,Lessmore UG (haftungsbeschränkt),Tori Edwards,,771043.3142920521,457715.06701702793,313328.2472750241,0.5936,1,VX not present,456959.51432903064,0.9999,53.55007200000002,0.0001,1.0,,5.0,"UNITY, APPODEAL, INNERACTIVE_DIRECT, APPLOVIN",315151.4272399995,0.9976,769.5748830000011,0.0024,269653.90781599225,133221.43756799374,136432.47024799854,0.494,1,VX not present,Held,134280.55778399197,1.0,0.0,0.0,1.0,,1.0,,137131.46205800015,1.0,0.0,0.0
6482849843,Goods Sorting: Match 3 Puzzle iOS PM_1945,FALCON GLOBAL LTD.,Nam Trinh,,762973.3771186548,431806.51183384063,331166.8652848142,0.566,1,VX not present,353895.10148298973,0.8194,78005.16323582729,0.1806,1.0,,1.0,,170938.63448100036,0.5179,159117.70845356805,0.4821,226079.46483214496,126169.42242993414,99910.0424022108,0.5581,1,VX not present,Held,104863.5209970002,0.8256,22146.767072009912,0.1744,1.0,,1.0,,53341.297488,0.5393,45567.91877995885,0.4607
6743385713,Bubble Buster,ToGather Fun Limited,Harper Zhang,,747644.3114289424,512149.8759820173,235494.43544692508,0.685,1,VX not present,347819.43236797035,0.6798,163797.50621879302,0.3202,1.0,,1.0,,109715.12958100016,0.4665,125496.15927404106,0.5335,227726.3169465004,149761.74734394698,77964.56960255344,0.6576,1,VX not present,Held,107731.33582600218,0.7171,42495.37932601646,0.2829,1.0,,1.0,,37292.67174999989,0.4837,39802.97698798146,0.5163
com.newleaf.app.android.victor,Reelshort-Android,CrazyMaple Studio,Harper Zhang,,740057.8195697651,657944.3318227637,82113.48774700152,0.889,1,VX not present,656009.7807708534,0.9998,135.12105200000022,0.0002,1.0,,1.0,,81760.44154400392,0.9986,113.36026000000004,0.0014,210843.8324809909,187698.07138899053,23145.761092000394,0.8902,1,VX not present,Held,186115.05748499103,0.9998,43.731460000000006,0.0002,1.0,,2.0,MINTEGRAL,23046.293454999966,0.9974,58.93282899999999,0.0026
1660171117,ZenWord iOS,OAKEVER GAMES PTE LTD,Aria Gao,,730737.798115233,316269.0222469806,414468.7758682524,0.4328,1,VX not present,221975.97236700068,0.7039,93365.63508291743,0.2961,1.0,,1.0,,315730.3391510001,0.7624,98414.40498888303,0.2376,211343.1106525166,87311.05047995585,124032.06017256073,0.4131,1,VX not present,Held,61697.11465699973,0.7092,25302.892626005716,0.2908,1.0,,1.0,,94414.28978999998,0.7607,29703.22926901066,0.2393
1544750895,Chai iOS,Chai Research Corp,Natalie Kenyon,,720905.3351973552,216371.93983699125,504533.395360364,0.3001,1,VX not present,213738.5907619936,0.9867,2883.4288140000026,0.0133,1.0,,6.0,"KONTEXT, INMOBI, APPODEAL, INNERACTIVE_DIRECT, UNITY",403916.1651780182,0.7926,105722.0743639636,0.2074,264773.8014978281,65179.96953799655,199593.83195983156,0.2462,2,KONTEXT,Lost,62526.7737900006,0.9559,2883.4288140000076,0.0441,2.0,KONTEXT,6.0,"KONTEXT, INMOBI, APPODEAL, INNERACTIVE_DIRECT, UNITY",151422.8621850032,0.7468,51328.245479976635,0.2532
Vidmate,Vidmate,new insight,Seven Tu,,704238.5466862908,704238.5466862908,0.0,1.0,1,VX not present,599649.7375990538,0.8536,102819.68744115172,0.1464,1.0,,1.0,,0.0,0.0,0.0,0.0,220256.26208776876,220256.26208776876,0.0,1.0,1,VX not present,Held,189837.3552133504,0.8671,29100.792445991636,0.1329,1.0,,1.0,,0.0,0.0,0.0,0.0
6747875092,Yarn Fever! Unravel Puzzle iOS,InfenitePlay LTD,Nam Trinh,,700054.2332737546,249083.0628999993,450971.17037375533,0.3558,1,VX not present,248013.76209599947,1.0,0.0,0.0,1.0,,13.0,"INMOBI, VERVE, MINTEGRAL, APPODEAL, INNERACTIVE_DIRECT, UNITY, APPLOVIN, A9TAM, BIGO, ZMATICOO, SMAATO, TAURUSX",110943.4950509999,0.2472,337793.5247739237,0.7528,183004.06361519423,58775.3636250001,124228.69999019416,0.3212,1,VX not present,Held,59350.21963600009,1.0,0.0,0.0,1.0,,11.0,"VERVE, INMOBI, MINTEGRAL, INNERACTIVE_DIRECT, APPODEAL, UNITY, APPLOVIN, A9TAM, BIGO, TAURUSX",28659.258386000016,0.2349,93352.39473993648,0.7651
6449206831,Scoopz: Your People Your Video,Particle Media Inc,Alex Moore,,692076.0509566198,684874.1799556196,7201.871001000138,0.9896,1,VX not present,673730.3261406244,0.9777,15342.16085799993,0.0223,1.0,,1.0,,2718.380039999998,0.3738,4554.127855999992,0.6262,220682.0367829827,216568.4962419827,4113.540540999994,0.9814,1,VX not present,Held,206839.6147689844,1.0,0.0,0.0,1.0,,3.0,"DOUBLECLICK, APPLOVIN",1640.8857019999996,0.3978,2483.8519959999917,0.6022
1671705818,Character.ai,CharacterAI,Alex Moore,,686370.3165152193,339708.2930429678,346662.0234722515,0.4949,1,VX not present,288717.04430106183,0.8423,54040.233673032824,0.1577,1.0,,2.0,APPLOVIN,187656.18061600297,0.5401,159813.8232981885,0.4599,214013.15533940273,135515.15173604077,78498.00360336197,0.6332,1,VX not present,Held,113845.6144190025,0.861,18383.565200993085,0.139,1.0,,2.0,APPLOVIN,29883.50545000003,0.38,48759.820271218196,0.62
579581125,SmartNews iOS,SmartNews,Lisa Tolentino,,673007.2343499933,319404.8687699296,353602.3655800637,0.4746,1,VX not present,184406.49155399596,0.5787,134228.34218000196,0.4213,1.0,,1.0,,192273.61066400437,0.5447,160727.74499900892,0.4553,219838.144052002,109376.49628700712,110461.6477649949,0.4975,1,VX not present,Held,44464.398270999576,0.4109,63738.402027004224,0.5891,1.0,,1.0,,52085.33178100004,0.4732,57984.06636400063,0.5268
6499209744,Magic Sort,Grand Games,Louis Wallworth,,657275.0917859992,495268.2307239992,162006.86106200004,0.7535,1,VX not present,494922.24971500103,1.0,0.0,0.0,1.0,,2.0,APPLOVIN,162146.99314500004,0.9998,27.437049999999992,0.0002,202317.46325200028,144369.26586400034,57948.19738799993,0.7136,1,VX not present,Held,143015.24157100028,1.0,0.0,0.0,1.0,,2.0,APPLOVIN,57405.92767899997,0.9997,18.660475,0.0003
com.duolingo,Duolingo,Duolingo,Matthew Hong,,641062.5736530831,608760.162325088,32302.41132799496,0.9496,1,VX not present,608075.1730710783,0.9998,124.25747100000004,0.0002,1.0,,2.0,DOUBLECLICK,30534.23546299843,0.9406,1926.6206159999408,0.0594,204445.5682699862,196916.5959579852,7528.972312000986,0.9632,1,VX not present,Held,197690.45371098895,0.9994,120.84507000000004,0.0006,1.0,,2.0,DOUBLECLICK,7230.045025000431,0.914,680.018365000021,0.086
6464002625,ShortTV,SHUNYOU PTE LTD,Harper Zhang,,629318.2090739945,607173.7323489946,22144.476724999975,0.9648,1,VX not present,601773.4546789932,1.0,24.156906000000003,0.0,1.0,,2.0,DOUBLECLICK,22004.681637000016,0.9963,82.786507,0.0037,154612.84496399836,147908.39551899835,6704.44944500001,0.9566,1,VX not present,Held,146163.43887299797,1.0,3.915998000000001,0.0,1.0,,2.0,DOUBLECLICK,6629.7890670000015,0.995,33.389060000000015,0.005
6747492600,Mahjong - Royal Tiles IOS,HURELAX PTE LTD,Sunton Sun,,628909.9481582812,467534.6511729808,161375.2969853004,0.7434,1,VX not present,461503.5042579961,0.9828,8087.804312004193,0.0172,1.0,,1.0,,152993.79880999983,0.9499,8061.128972001445,0.0501,202014.3740659955,157575.5930239975,44438.781041998,0.78,1,VX not present,Held,156942.96142999997,0.9928,1132.2537689999867,0.0072,1.0,,1.0,,42443.983887,0.9742,1125.076809000028,0.0258
416048305,美圖秀秀,Meitu China,Aria Gao,,618631.3504305944,521172.6448080046,97458.70562258978,0.8425,1,VX not present,471920.6590199609,0.9072,48283.76897500341,0.0928,1.0,,1.0,,54407.59237100006,0.5563,43387.32548691204,0.4437,208163.5924063366,172688.12375195217,35475.46865438444,0.8296,1,VX not present,Held,157288.54077100015,0.9163,14359.931076001189,0.0837,1.0,,1.0,,18733.91455299999,0.5301,16607.885368991847,0.4699
382617920,Rakuten Viber,Rakuten Viber,Dumitru Cazacu,,586193.5505401924,102108.37270494568,484085.1778352467,0.1742,3,"DOUBLECLICK, INMOBI",0.000338,0.0,104041.87733494058,1.0,2.0,DOUBLECLICK,3.0,"DOUBLECLICK, INMOBI",10.874686,0.0,482041.71254538134,1.0,204280.27900982945,72517.72420193147,131762.55480789795,0.355,1,VX not present,Won,0.000338,0.0,72947.33007193122,1.0,2.0,DOUBLECLICK,1.0,,9.829933,0.0001,131137.44652190918,0.9999
6740043080,Screwdom_IOS_com.dino.screwdom,Zego Global Pte Ltd,Nam Trinh,,575069.8586491799,401029.9129227372,174039.9457264427,0.6974,1,VX not present,223631.6330309985,0.5597,175896.0706846023,0.4403,1.0,,1.0,,76832.2021369999,0.4423,96893.78127331052,0.5577,169335.24451536225,112074.80208083642,57260.442434525845,0.6619,1,VX not present,Held,62691.92764799923,0.56,49266.67437601113,0.44,1.0,,1.0,,23617.42323700003,0.4142,33398.548300911534,0.5858
com.king.candycrushsaga,Candy Crush Saga_Android,Activision Blizzard Media (King),Kasey Geist,,564361.2795921166,304321.8659870394,260039.41360507713,0.5392,1,VX not present,304548.5843490409,1.0,0.0,0.0,1.0,,-1.0,VX not present,260083.3616350155,1.0,0.0067239999999999,0.0,193502.33107301075,108520.29132900624,84982.03974400449,0.5608,1,VX not present,Held,109231.29005700792,1.0,0.0,0.0,1.0,,-1.0,VX not present,85236.05803899863,1.0,0.001366,0.0
1103438575,Microsoft Solitaire Collection iOS,Microsoft Casual Games,Matthew Hong,,563490.6703709915,559593.4144879915,3897.255883000007,0.9931,1,VX not present,556094.9468949815,1.0,0.0,0.0,1.0,,4.0,"CRITEO, VERVE, INMOBI",0.0,0.0,3864.9233749999976,1.0,114943.19715999966,113906.90010199966,1036.2970580000022,0.991,1,VX not present,Held,111399.93611799931,1.0,0.0,0.0,1.0,,-1.0,VX not present,0.0,0.0,1043.562704000001,1.0
6504324020,Hexa Away_iOS,株式会社GOODROID,Soojin Moon,,556835.6314041712,412080.95588091,144754.6755232612,0.74,1,VX not present,218109.36894799265,0.529,194185.93079977695,0.471,1.0,,1.0,,76062.66413599993,0.5251,68789.9178960741,0.4749,172547.25118912698,124722.81829389516,47824.43289523181,0.7228,1,VX not present,Held,64117.002601,0.5195,59297.97953299439,0.4805,1.0,,1.0,,25310.26868900003,0.5383,21712.87442397306,0.4617
1500855883,Capcut_ios,BYTEDANCE PTE LTD,Sunton Sun,,550103.9003273112,399346.7287404954,150757.17158681585,0.7259,1,VX not present,298093.88349099725,0.7588,94762.7950928508,0.2412,1.0,,1.0,,92804.72161400029,0.6081,59810.78060753138,0.3919,130764.14535347711,52235.80586099677,78528.33949248036,0.3995,1,VX not present,Held,40742.38485800018,0.8047,9886.183137001295,0.1953,1.0,,2.0,MINTEGRAL,49182.479606000044,0.6115,31249.35066199984,0.3885
com.samsung.android.game.gamehome,Gaming Hub,Samsung Electronics,Jack Dove,,533916.521949935,104935.67575802884,428980.8461919062,0.1965,2,SAMSUNG,0.0,0.0,104311.71420002068,1.0,-1.0,VX not present,2.0,SAMSUNG,0.0,0.0,429556.5927189033,1.0,202590.5975619963,42737.44948999999,159853.14807199634,0.211,2,SAMSUNG,Held,0.0,0.0,42444.46485699951,1.0,-1.0,VX not present,2.0,SAMSUNG,0.0,0.0,159443.07431599317,1.0
306310789,Wattpad_iOS_Interstitial,Wattpad,Matthew Hong,,533832.8770158578,298072.6905157438,235760.18650011407,0.5584,1,VX not present,131304.68863199788,0.4398,167217.97060181267,0.5602,1.0,,1.0,,152958.62454300091,0.648,83093.1571356211,0.352,176754.32921846132,98565.83695886408,78188.49225959725,0.5576,1,VX not present,Held,51177.935190000455,0.5197,47303.45033500634,0.4803,1.0,,1.0,,52271.05112200001,0.6689,25876.094603935195,0.3311
com.worldance.drama,Melolo,POLIGON PTE LTD,Sunton Sun,,532324.6879389957,468274.24107999506,64050.44685900056,0.8797,1,VX not present,465025.01919499313,1.0,0.0,0.0,1.0,,-1.0,VX not present,64724.29343900009,1.0,0.000571,0.0,154873.94074299882,137675.97333099856,17197.96741200027,0.889,1,VX not present,Held,135765.32130499918,1.0,0.0,0.0,1.0,,-1.0,VX not present,17676.620314000364,1.0,0.0003629999999998,0.0
6448104157,Offline Games - No Wifi Games,Jungle Frog LDA,Louis Wallworth,,523362.126240392,159510.04556498246,363852.0806754096,0.3048,1,VX not present,100652.9489890026,0.6335,58239.33983690842,0.3665,1.0,,1.0,,267879.3378919998,0.7376,95282.09320483472,0.2624,141270.19514656864,39857.18763398133,101413.00751258733,0.2821,1,VX not present,Held,23889.34929499962,0.6056,15556.053943004144,0.3944,2.0,APPODEAL,1.0,,73248.69513599997,0.7256,27699.404969987692,0.2744
6754384144,Color Pixel Shooter,Rewards Game,Tori Edwards,,518928.99851199496,219646.38566199553,299282.61284999945,0.4233,1,VX not present,217851.4645379966,1.0,0.0,0.0,1.0,,-1.0,VX not present,297163.1353120006,1.0,0.0,0.0,115206.20518699946,47293.35777599985,67912.84741099962,0.4105,1,VX not present,Held,46709.11544499987,1.0,0.0,0.0,1.0,,-1.0,VX not present,66764.4391829999,1.0,0.0,0.0
com.ecffri.arrows,Arrows Android,Lessmore UG (haftungsbeschränkt),Tori Edwards,,509023.65464966296,225158.0953199978,283865.55932966515,0.4423,1,VX not present,228187.31561999524,0.9998,44.30952700000019,0.0002,1.0,,3.0,"UNITY, APPLOVIN",283845.30001000006,0.9978,634.1750759998392,0.0022,208705.3600132376,99815.03481100386,108890.32520223374,0.4783,1,VX not present,Held,102260.86705900425,0.9999,9.074604000000004,0.0001,1.0,,3.0,"UNITY, APPLOVIN",109279.10000100022,0.9973,294.7231530001189,0.0027
com.nebula.mahjongtile,Mahjong - Royal Tiles GP,HURELAX PTE LTD,Sunton Sun,,500966.1865119732,253618.25929498236,247347.92721699085,0.5063,1,VX not present,255349.09921599584,0.9969,782.8211439999432,0.0031,1.0,,2.0,BIGO,227967.39428599828,0.921,19552.01703299987,0.079,178199.0809610326,107074.99103499702,71124.08992603557,0.6009,1,VX not present,Held,106533.6911999998,0.9978,231.35303600000185,0.0022,1.0,,2.0,BIGO,64407.94016300005,0.9103,6347.067662999998,0.0897
1215933788,Scrabble Go,Scopely,Natalie Kenyon,,496030.097674203,335238.25020894804,160791.84746525495,0.6758,1,VX not present,276399.98393699655,0.8263,58099.33167200966,0.1737,1.0,,1.0,,101757.47076899972,0.6333,58927.62690889895,0.3667,151641.95743703653,102723.33046496657,48918.62697206997,0.6774,1,VX not present,Held,85461.2956649999,0.8291,17610.359647002195,0.1709,1.0,,1.0,,32938.65570400007,0.673,16004.16949000282,0.327
com.dream11.fantasy.cricket.football.kabaddi,Dream11 Android,Sporta Technologies Pvt Ltd,Rutvij Jadav,,491004.78593610774,454089.29698913574,36915.488946972,0.9248,1,VX not present,392181.03801106825,0.8752,55944.27615298996,0.1248,1.0,,1.0,,29175.932804998494,0.779,8277.987549000625,0.221,147254.8377589832,124947.71475999684,22307.122998986357,0.8485,1,VX not present,Held,116069.31123299964,0.9668,3987.5986919999823,0.0332,1.0,,1.0,,18739.318641999944,0.8309,3814.456119000042,0.1691
com.miui.global.packageinstaller,com.miui.global.packageinstaller,Xiaomi Group,Sunton Sun,,490007.4888641877,104490.8260369989,385516.6628271888,0.2132,2,XIAOMI,0.0,0.0,104640.4276639992,1.0,-1.0,VX not present,2.0,XIAOMI,160671.42492300025,0.4171,224575.5962050996,0.5829,149065.12710801698,39704.226107000104,109360.90100101689,0.2664,2,XIAOMI,Held,0.0,0.0,39347.30456500037,1.0,-1.0,VX not present,2.0,XIAOMI,71367.84665299939,0.6406,40037.46404600618,0.3594
356928178,Livescore,LiveScore,Hadil Salameh,,481046.19857054634,323208.1464457778,157838.05212476858,0.6719,1,VX not present,296607.9969930169,0.9169,26876.004202015465,0.0831,1.0,,2.0,INNERACTIVE_DIRECT,27869.032000990777,0.1773,129348.98803201134,0.8227,108025.36785789215,48606.38268496648,59418.98517292569,0.45,1,VX not present,Held,39910.5556669967,0.8625,6361.184567000027,0.1375,1.0,,2.0,INNERACTIVE_DIRECT,16050.41155899333,0.274,42530.78348000683,0.726
com.dubox.drive,TeraBox,"Flextech, Inc.",Seven Tu,,477873.62583156617,140862.96557799637,337010.6602535698,0.2948,2,ZMATICOO,140304.2651379947,1.0,0.0,0.0,1.0,,10.0,"ZMATICOO, INMOBI, VERVE, SMAATO, DOUBLECLICK, APPLOVIN, BIGO, MINTEGRAL, TAURUSX",179745.29552899938,0.5358,155729.6744230181,0.4642,133696.45137905068,39172.74073300022,94523.71064605047,0.293,2,ZMATICOO,Held,39028.976804000136,1.0,0.0,0.0,1.0,,8.0,"ZMATICOO, INMOBI, DOUBLECLICK, APPLOVIN, MINTEGRAL, BIGO, TAURUSX",48996.086916999935,0.5264,44088.12025600328,0.4736
1545567989,Number Match IOS,Easybrain Ltd,Dina Eraksan,,475118.6043315225,240032.9462839361,235085.6580475864,0.5052,1,VX not present,180408.38470901456,0.7529,59207.26214699526,0.2471,1.0,,1.0,,112538.94525400008,0.4801,121886.36475808494,0.5199,141443.82350775474,62588.966288956624,78854.85721879812,0.4425,1,VX not present,Held,45338.09382400148,0.7159,17990.76214500368,0.2841,1.0,,1.0,,36219.03030199998,0.4604,42453.809268005,0.5396
1130153523,iCSee,HANGZHOU JF SOFTWARE CO LTD,Aria Gao,,474530.7505367123,454481.1576757211,20049.5928609912,0.9577,1,VX not present,406469.2569958257,0.8977,46324.62060199112,0.1023,1.0,,1.0,,652.8573290000013,0.0327,19297.343167001607,0.9673,151579.98751499582,146120.01714199447,5459.970373001371,0.964,1,VX not present,Held,130303.679653003,0.8919,15789.550744002412,0.1081,1.0,,1.0,,2.823178,0.0005,5385.6220049999665,0.9995
com.intsig.camscanner,扫描全能王,"Shanghai Linguan Data Co., Ltd.",Seven Tu,,473769.7812874247,412539.5692584291,61230.21202899557,0.8708,1,VX not present,403680.2715091029,0.9824,7236.360708000985,0.0176,1.0,,1.0,,58709.77840200043,0.9689,1883.7618849998205,0.0311,140611.25963400706,125287.24025901024,15324.019374996811,0.891,1,VX not present,Held,120991.13474400697,0.9834,2043.3064960000245,0.0166,1.0,,1.0,,14785.70165500004,0.9776,339.4361249999942,0.0224
6754243057,com.arrow.out,Lion Studios,Matthew Hong,,473063.04884761624,259672.0682349811,213390.98061263515,0.5489,1,VX not present,202215.21809000077,0.7768,58099.65131094458,0.2232,1.0,,1.0,,86487.94804999999,0.4054,126845.3499069754,0.5946,157696.9232792353,91125.0089989653,66571.91428027001,0.5778,1,VX not present,Held,73117.39376199964,0.7994,18347.40660600388,0.2006,1.0,,1.0,,28537.71945200001,0.4331,37348.18257100539,0.5669
517539894,PhotoCircle,PhotoCircle Inc.,Louis Wallworth,,465189.2542829602,251000.39859398073,214188.85568897944,0.5396,1,VX not present,247351.98239997897,0.9998,54.99016900000007,0.0002,1.0,,1.0,,213812.02666998864,0.9999,17.280212,0.0001,115782.7364940022,30512.85262300036,85269.88387100185,0.2635,2,NIMBUS,Lost,29105.75679500028,0.9992,23.741737000000008,0.0008,2.0,NIMBUS,1.0,,84659.97573700343,0.9998,15.523471,0.0002
6502341730,Spades - Classic Cards,Tripledot Studios,Tori Edwards,,461429.99767502985,232863.90273198707,228566.0949430428,0.5047,1,VX not present,212004.15479099893,0.9114,20600.285321002437,0.0886,1.0,,1.0,,191947.06403399995,0.8347,38011.3697729986,0.1653,168847.77784599626,70688.1226259964,98159.65521999986,0.4187,2,BIGO,Lost,63934.55720400012,0.9123,6144.480777999937,0.0877,2.0,BIGO,1.0,,87197.62229599993,0.8916,10600.401678000058,0.1084
488575683,FotMob iOS,FotMob AS,Louis Wallworth,,457797.3688884532,53743.45957998852,404053.90930846473,0.1174,4,"INMOBI, NIMBUS, INNERACTIVE_DIRECT",3412.067014000002,0.0634,50430.61958701476,0.9366,2.0,NIMBUS,3.0,"INMOBI, INNERACTIVE_DIRECT",39777.37986099857,0.099,361825.2216699136,0.901,146808.39785591408,24450.228114002308,122358.16974191178,0.1665,3,"INMOBI, NIMBUS",Won,664.9563619999999,0.0273,23683.567703001172,0.9727,2.0,NIMBUS,2.0,INMOBI,18465.2702810003,0.1519,103112.37482798276,0.8481
1344700142,UNO!™,Mattel163 Limited,Aria Gao,,455534.94139592943,342295.30339892715,113239.63799700228,0.7514,1,VX not present,339986.4650549305,1.0,0.0,0.0,1.0,,-1.0,VX not present,112876.855483,1.0,0.005977,0.0,108900.95850100556,76282.56981600545,32618.3886850001,0.7005,1,VX not present,Held,75417.04114000652,1.0,0.0,0.0,1.0,,-1.0,VX not present,32374.35655000002,1.0,0.0004259999999999,0.0
com.playit.videoplayer,PLAYit,personal,Seven Tu,,453236.5420679026,174976.21515196955,278260.32691593305,0.3861,2,VERVE,167364.3257739224,0.9539,8091.8441020023265,0.0461,2.0,VERVE,3.0,"VERVE, DOUBLECLICK",243096.35204897844,0.8721,35639.01777400201,0.1279,167621.61584499158,59605.801538007945,108015.81430698362,0.3556,2,VERVE,Held,56692.11860901018,0.9519,2864.803909000018,0.0481,2.0,VERVE,3.0,"VERVE, DOUBLECLICK",95834.8163609931,0.8883,12046.288342000362,0.1117
com.firsttouchgames.dls7,Dream League Soccer,First Touch Games,Louis Wallworth,,450389.75337409455,363139.9144470938,87249.83892700076,0.8063,1,VX not present,365153.7660150523,1.0,0.0,0.0,1.0,,-1.0,VX not present,87189.3582799985,1.0,0.2269979999999999,0.0,170219.44466401445,148448.60395301334,21770.84071100111,0.8721,1,VX not present,Held,150402.68779801283,1.0,0.0,0.0,1.0,,-1.0,VX not present,21459.1838570003,1.0,0.0023379999999999,0.0
com.imo.android.imoim,imo_stable,Bigo,Harper Zhang,,443527.3777744323,249944.1850653036,193583.1927091287,0.5635,1,VX not present,193514.7558093222,0.7792,54836.46724094778,0.2208,1.0,,1.0,,180299.30463601623,0.926,14409.828886996234,0.074,159285.72234999348,77713.59591699918,81572.12643299428,0.4879,1,VX not present,Held,60350.45730500217,0.7912,15931.211526000714,0.2088,2.0,PANGLE,1.0,,78987.89469500293,0.9544,3771.2053770000134,0.0456
6445905219,DramaBox,STORYMATRIX PTE LTD,Aria Gao,,440745.43453598686,305179.58595699124,135565.84857899565,0.6924,1,VX not present,303685.59990498703,1.0,0.0,0.0,1.0,,-1.0,VX not present,134911.30471400075,0.9939,824.9238759999978,0.0061,133545.93189900048,75529.48242000125,58016.449478999246,0.5656,1,VX not present,Held,74569.59194900101,1.0,0.0,0.0,1.0,,-1.0,VX not present,57384.56552000006,0.9895,609.4885330000017,0.0105
