pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,level,block_type,block_value,adv_title,network_share,adv_daily_spend,est_uplift_daily
Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,EMEA,Tori Edwards,,,,72656.859,account,market id,1632713844,Kalshi: Trade Events & Sports,0.00285912,12767.7779,207.7347
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,domain,hplconsultingltd.com,,0.00214052,9558.7692,207.3436
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,playtika.com,,0.00246446,11005.37,206.4358
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,market id,6746437378,Tang Luck: Casino Slots,0.00203576,9090.9441,203.4506
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,binance.com,,0.00376063,16793.5833,201.9508
madarsoft,6228871f2435180014928c15,,Sales Ops,,,,978.1377,account,domain,temu.com,,0.20592908,919603.4227,201.427
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong Android,659e1333a5c8c578aac410f0,com.vitastudio.mahjong,69445.7427,app,domain,kalshi.com,,0.00285915,12767.9101,198.5558
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,6746437378,Tang Luck: Casino Slots,0.00203576,9090.9441,197.1958
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,196.0336
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,,,,54667.7897,account,market id,6468921495,Vita Mahjong,0.00356895,15937.6227,195.1067
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,modo.us,,0.00431248,19257.96,194.9419
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,1437843273,PrizePicks - Sports Picks,0.0020109,8979.9405,194.788
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,,,,54667.7897,account,domain,hungrystudio.com,,0.00353479,15785.0485,193.2389
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,domain,igg.com,,0.00198131,8847.8205,191.9221
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong Android,659e1333a5c8c578aac410f0,com.vitastudio.mahjong,69445.7427,app,domain,zynga.com,,0.00274203,12244.8929,190.4223
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,190.0069
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,domain,tango.me,,0.00196116,8757.8192,189.9699
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds Friends iOS,542a4bc8e59c024d0b00009b,555936735,920.6755,app,domain,temu.com,,0.20592908,919603.4227,189.5939
Lion Studios,5f064bf93191d60018f0fd5a,Americas,Matthew Hong,,,,17974.8562,account,market id,6752672568,Block Out! - Color Sort Puzzle,0.01050597,46915.772,188.8432
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,188.3388
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,domain,hplconsultingltd.com,,0.00214052,9558.7692,186.851
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,vitastudio.ai,,0.00407584,18201.2006,184.2447
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,,,,141415.4369,account,domain,mico.com,,0.00129323,5775.1079,182.8833
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,,,,215511.1818,account,market id,com.vitastudio.mahjong,Vita Mahjong,0.00084083,3754.8251,181.2077
The Weather Company,685efaf2892f9d0011d7b87f,Americas,Lisa Tolentino,,,,31265.5923,account,domain,crowncoinscasino.com,,0.00576772,25756.5274,180.3313
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,hplconsultingltd.com,,0.00214052,9558.7692,179.3009
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,productmadness.com,,0.0039639,17701.3183,179.1845
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,,,,57366.1629,account,domain,cloudfront.net,,0.00312299,13946.1054,179.1537
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,papayagaming.com,,0.00332152,14832.6807,178.37
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,mexc.com,,0.00329179,14699.9256,176.7735
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,,,,215511.1818,account,market id,6761760135,Meowdoku!,0.00081676,3647.3604,176.0214
Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,EMEA,Tori Edwards,,,,72656.859,account,market id,com.kwai.video,Kwai - Video & Drama,0.002416,10788.9753,175.5391
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,mintegral.com,,0.0020744,9263.4877,173.7621
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,shopee.co.id,,0.00384029,17149.3076,173.5967
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,171.2277
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,draftkings.com,,0.00317627,14184.0704,170.5701
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,market id,6746437378,Tang Luck: Casino Slots,0.00203576,9090.9441,170.5255
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,binance.com,,0.00376063,16793.5833,169.9958
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,,,,6925.4959,account,market id,com.zhiliaoapp.musically,"TikTok - Videos, Shop & LIVE",0.02451196,109461.3688,169.7575
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,169.7245
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,prizepicks.com,,0.0020109,8979.9539,168.4436
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,market id,1437843273,PrizePicks - Sports Picks,0.0020109,8979.9405,168.4434
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,cloudfront.net,,0.00312299,13946.1054,167.7085
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,,,,215511.1818,account,domain,opera.com,,0.00077632,3466.78,167.3066
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,googll.store,,0.0031123,13898.3949,167.1348
Particle Media Inc,69379d46192ce0aadaecc874,Americas,Natalie Kenyon,NewsBreak: Local News & Alerts,69437e3201d2a42bf6087b94,1132762804,17572.2189,app,domain,apple.com,,0.00950414,42441.9729,167.0088
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,market id,1620306376,Jackpot City Real Money Casino,0.00166889,7452.6558,166.7865
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,igg.com,,0.00198131,8847.8205,165.9651
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Tile Trip iOS,6642cf9be0cbed6459a1b767,6498883328,12470.8511,app,market id,6748397500,Arrows – Puzzle Escape,0.01329553,59372.9417,165.8066
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,,,,79135.9541,account,domain,mintegral.com,,0.0020744,9263.4877,164.1593
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,,,,141415.4369,account,domain,casinoplus.com.ph,,0.00115867,5174.1897,163.8537
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,goodluckstudioltd.com,,0.00195029,8709.2829,163.3664
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,162.8664
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,1620306376,Jackpot City Real Money Casino,0.00166889,7452.6558,161.659
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,,,,21298.0749,account,market id,1673567402,Freecash - Get Paid Real Money,0.00758307,33863.2073,161.5048
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,rakuten.co.jp,,0.00191055,8531.7971,160.0372
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,hungrystudio.com,,0.00353479,15785.0485,159.7868
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,,,,215511.1818,account,market id,com.oakever.arrows,Amaze GO!,0.00073485,3281.5867,158.3692
OfferUp,650360eb0950ee00114dc484,Americas,Kasey Geist,,,,42039.6321,account,domain,binance.com,,0.00376063,16793.5833,158.0955
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,,,,57366.1629,account,domain,zynga.com,,0.00274203,12244.8929,157.2997
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,market id,1673567402,Freecash - Get Paid Real Money,0.00758307,33863.2073,157.2915
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong,653a33af7b1a3c2b6f2b138a,6468921495,44343.6723,app,domain,hungrystudio.com,,0.00353479,15785.0485,156.7454
"PeopleFun, Inc.",561e8d976b8d90f61a0045d7,Americas,Matthew Hong,,,,32951.596,account,domain,aliexpress.com,,0.0047205,21080.0194,155.548
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong,653a33af7b1a3c2b6f2b138a,6468921495,44343.6723,app,market id,1375031369,DraftKings: Sports & Casino,0.00349025,15586.1815,154.7706
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,polymarket.com,,0.00341793,15263.2003,154.5043
Gamegou,583c02c932ec4ba51300037e,APAC,Ronald Long,Soccer Super Star,609a2fe4c5d1524132e8e230,com.soccer.score.star,6272.0717,app,market id,com.zhiliaoapp.musically,"TikTok - Videos, Shop & LIVE",0.02451196,109461.3688,153.7407
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,6743212841,Betty Casino: Real Money Slots,0.00158284,7068.3945,153.3238
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong,653a33af7b1a3c2b6f2b138a,6468921495,44343.6723,app,domain,polymarket.com,,0.00341793,15263.2003,151.5634
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,,,,141415.4369,account,market id,com.puzzlegames.puzzlebrickslegend,Color Block: Combo Blast,0.00106904,4773.9535,151.1792
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,com.dreamgames.royalkingdom,Royal Kingdom,0.00172227,7691.0065,150.3407
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,,,,141415.4369,account,market id,1574436604,SUGO-Online Chat Party,0.00106308,4747.3037,150.3353
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,papayagaming.com,,0.00332152,14832.6807,150.1463
Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,EMEA,Tori Edwards,,,,72656.859,account,market id,6747492600,Mahjong Blast,0.0020655,9223.7685,150.0728
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,market id,1077137248,"BIGO LIVE-Live Stream, Go Live",0.00149463,6674.4491,149.3707
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,realplayltd.com,,0.0017802,7949.7119,149.1186
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,domain,global.e.mi.com,,0.00717646,32047.4217,148.8574
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,mexc.com,,0.00329179,14699.9256,148.8024
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,,,,79135.9541,account,market id,com.neptune.domino,Higgs Games Island,0.00187748,8384.1321,148.5761
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,betty.ca,,0.00276155,12332.0481,148.2987
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,yandex.ru,,0.00275633,12308.7331,148.0183
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,melbet.com,,0.00176368,7875.9244,147.7345
The Weather Company,685efaf2892f9d0011d7b87f,Americas,Lisa Tolentino,,,,31265.5923,account,domain,aliexpress.com,,0.0047205,21080.0194,147.5893
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,zynga.com,,0.00274203,12244.8929,147.2506
Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,EMEA,Tori Edwards,,,,72656.859,account,market id,1437843273,PrizePicks - Sports Picks,0.0020109,8979.9405,146.1057
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,1620306376,Jackpot City Real Money Casino,0.00166889,7452.6558,145.6815
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,,,,54667.7897,account,domain,oakevergames.com,,0.00265429,11853.0704,145.104
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,1077137248,"BIGO LIVE-Live Stream, Go Live",0.00149463,6674.4491,144.7785
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,draftkings.com,,0.00317627,14184.0704,143.5806
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,1605393003,MEXC: Buy Bitcoin & Crypto,0.00164454,7343.9258,143.5561
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,spark.net,,0.00317172,14163.7528,143.3749
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,uber.com,,0.00169946,7589.1463,142.3552
株式会社MIXI,686c8b9cf56dd70011f46f36,APAC,Ives Cui,,,,686.8186,account,domain,temu.com,,0.20592908,919603.4227,141.4359
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,cloudfront.net,,0.00312299,13946.1054,141.1718
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong,653a33af7b1a3c2b6f2b138a,6468921495,44343.6723,app,domain,draftkings.com,,0.00317627,14184.0704,140.8477
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,googll.store,,0.0031123,13898.3949,140.6888
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,1166619854,Фонбет – ставки на спорт,0.00144255,6441.8814,139.7338
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,,,,141415.4369,account,market id,6758326278,Amaze GO!,0.00098735,4409.1221,139.6259
Microsoft Casual Games,579643ec6c081adf5c00004c,Americas,Matthew Hong,,,,34068.2322,account,domain,vitastudio.ai,,0.00407584,18201.2006,138.8567
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,,,,57366.1629,account,domain,bigo.tv,,0.00241866,10800.8272,138.749
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,domain,aviagames.com,,0.00143042,6387.7338,138.5593
Grindr,5b2aad55ec47af23be0124fc,Americas,Kasey Geist,,,,29268.7004,account,domain,esim.holafly.com,,0.00470018,20989.2842,137.5682
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,6711353682,RealPrize Casino,0.00157087,7014.9247,137.1249
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,,,,215511.1818,account,market id,com.superlive.liveapp,SuperLive- Live Stream & Chat,0.00063301,2826.7683,136.4197
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,market id,6744304405,Cider Casino - Real Money,0.00136267,6085.2,136.1836
LINE Digital Frontier,64131058280ea30014b0ed99,APAC,Ives Cui,,,,3389.366,account,market id,com.einnovation.temu,Temu: Shop Like a Billionaire,0.04004889,178843.6136,135.7404
CrazyMaple Studio,59baf611f2287a750a0034c2,APAC,Harper Zhang,,,,43416.0099,account,domain,cloudfront.net,,0.00312299,13946.1054,135.5876
CrazyMaple Studio,59baf611f2287a750a0034c2,APAC,Harper Zhang,,,,43416.0099,account,domain,googll.store,,0.0031123,13898.3949,135.1237
snaptube,575d1c861295e1447c0000e5,APAC,Seven Tu,,,,68304.5907,account,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,133.9823
Bitsmedia Pte Ltd,630d8dbfb1095d001bb0f04a,APAC,Ives Cui,,,,2809.8509,account,domain,tiktok.com,,0.04722481,210888.5988,132.6947
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,playtika.com,,0.00246446,11005.37,132.3448
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,6744304405,Cider Casino - Real Money,0.00136267,6085.2,131.9969
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,market id,6711353682,RealPrize Casino,0.00157087,7014.9247,131.5841
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,com.freecash.app2,Freecash: Earn Money,0.00134819,6020.4993,130.5934
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,,,,215511.1818,account,domain,superlive.chat,,0.00060058,2681.984,129.4324
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,kalshi.com,,0.00285915,12767.9101,129.2453
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,kwai.com,,0.0023901,10673.2944,128.3514
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,market id,com.ss.android.ugc.trill,TikTok,0.00618583,27623.6202,128.3092
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,market id,835599320,"TikTok - Videos, Shop & LIVE",0.00948744,42367.4002,127.9844
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong,653a33af7b1a3c2b6f2b138a,6468921495,44343.6723,app,domain,kalshi.com,,0.00285915,12767.9101,126.7852
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong,653a33af7b1a3c2b6f2b138a,6468921495,44343.6723,app,market id,1632713844,Kalshi: Trade Events & Sports,0.00285912,12767.7779,126.7839
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,market id,com.shopee.my,Shopee 8.8 Merdeka Sale,0.0023526,10505.8339,126.3376
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds Dream Blast (Spender),651283dcb30c764e0a120808,1432579280,611.8371,app,domain,temu.com,,0.20592908,919603.4227,125.995
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,,,,21832.5753,account,market id,6450413462,CrownCoins Casino,0.00575744,25710.6289,125.6998
WONDERFUL TYCOON LIMITED,683bc1bb4c15ca0011ad2b91,APAC,Sunton Sun,,,,9607.5382,account,market id,6499209744,Magic Sort!,0.0129945,58028.6348,124.8451
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,betty.ca,,0.00276155,12332.0481,124.8332
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,,,,141415.4369,account,market id,6739792763,Jackpot Go: Slots Casino,0.00088218,3939.5104,124.7545
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,yandex.ru,,0.00275633,12308.7331,124.5972
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,iOS Solitaire,5346f0f55cd3b9056a000074,359917414,31388.3295,app,domain,productmadness.com,,0.0039639,17701.3183,124.4202
