pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,level,block_type,block_value,category_name,network_share,category_daily_spend,est_uplift_daily
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.303
Rakuten Viber,6920858f3fcd392133e22a59,EMEA,Tori Edwards,,,,13432.4778,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.2889
individual,622f2440e19c1e00147fc083,,Sales Ops,,,,1729.3434,account,category,V2-16,Dating,0.00189451,8460.2061,3.2763
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,category,V2-21,Weight loss,0.00071221,3180.4493,3.265
"Big Blue Bubble, Inc.",561e8d946b8d90f61a00183b,Americas,Ary Bai,,,,1696.8818,account,category,V2-16,Dating,0.00189451,8460.2061,3.2148
Onefootball Gmbh,65241b8db3ff7d001153bca8,EMEA,Tori Edwards,,,,1667.6437,account,category,V2-16,Dating,0.00189451,8460.2061,3.1594
InMobi,626a9cd05d54fa0018b746b3,Americas,Rutvij Jadav,,,,5331.4531,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,3.1582
TabTale LTD,59e4bb543f0fa9a20900afa3,EMEA,Dina Eraksan,,,,12725.3072,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.1158
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,category,V2-5,Uncategorized,0.00074294,3317.6945,3.1146
Citymapper (Via),663c90f772fce00011b7f353,EMEA,Louis Wallworth,,,,1635.5829,account,category,V2-16,Dating,0.00189451,8460.2061,3.0986
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toon Blast,6268445fe544d565a3f73230,1176027022,4308.4236,app,category,V2-21,Weight loss,0.00071221,3180.4493,3.0685
Gametion,561e8d956b8d90f61a0026fb,Americas,Rutvij Jadav,,,,1609.0563,account,category,V2-16,Dating,0.00189451,8460.2061,3.0484
Outfit7,561e8d946b8d90f61a001509,EMEA,Tori Edwards,,,,12276.9088,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.006
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,category,V2-21,Weight loss,0.00071221,3180.4493,2.9858
ikame,5cdc50a461a35300113a8971,APAC,Nam Trinh,,,,1561.0769,account,category,V2-16,Dating,0.00189451,8460.2061,2.9575
SuperSonic Studios,5e3692d21cd3cb0018dd4329,EMEA,Beth Taylor-Lowen,,,,1546.7492,account,category,V2-16,Dating,0.00189451,8460.2061,2.9303
Audiomack Inc.,5f73ab8ec84db80016b354bb,Americas,Lisa Tolentino,,,,11688.983,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.8621
Fanatee Games,561e8d976b8d90f61a003d3f,Americas,Jack Dove,,,,3925.8853,account,category,V2-21,Weight loss,0.00071221,3180.4493,2.796
PhotoCircle Inc.,602ad40427689c0015fb2d9e,EMEA,Louis Wallworth,,,,1474.4478,account,category,V2-16,Dating,0.00189451,8460.2061,2.7934
Moon Active,561e8d966b8d90f61a0033c4,EMEA,Tori Edwards,,,,20497.8373,account,category,V2-3,Shooting,0.00013337,595.5994,2.7339
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toy Blast,62684160e2a0ef078b8fc737,net.peakgames.amy,1409.5637,app,category,V2-16,Dating,0.00189451,8460.2061,2.6704
"Locket Labs, Inc",638badabfc61bb001443e715,Americas,Lisa Tolentino,,,,10899.1854,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.6687
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,,,,1152.719,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,2.6016
深圳技威时代科技有限公司,69c2321c4bae0d5981c00b17,APAC,Aria Gao,,,,10332.1701,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.5298
Sliide,643d1561e09b08001442e672,EMEA,Beth Taylor-Lowen,T-Mobile Play,68d40d4f63e6cee0292ae24b,com.tmobile.m1,1119.1264,app,category,V1-3,Credit & debit cards,0.00225694,10078.6819,2.5258
FGFF,561e8d976b8d90f61a00418e,Americas,Ary Bai,,,,10290.7346,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.5197
"Everyday Health, Inc",64ecb0b0006b5a0011e57f9a,,Sales Ops,,,,1328.7126,account,category,V2-16,Dating,0.00189451,8460.2061,2.5173
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,2.4834
"Correa Pallet, Inc",6940fbf7aa92acbac5362ff8,APAC,Seven Tu,,,,1310.2788,account,category,V2-16,Dating,0.00189451,8460.2061,2.4823
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,,,,10046.5933,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.4599
"SEEKEEHORIZON TECHNOLOGY (HK) CO,",68fa0d672fef766b2dac5f75,APAC,Seven Tu,,,,9894.3667,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.4226
Pixocial Technology (Singapore) Pte,65d1b497a3d8e10011923d10,APAC,Aria Gao,,,,1273.6634,account,category,V2-16,Dating,0.00189451,8460.2061,2.413
Activision Blizzard Media,67e466df11985900110edd85,Americas,Kasey Geist,,,,1272.5692,account,category,V2-16,Dating,0.00189451,8460.2061,2.4109
MICHAT PTE. LIMITED,6376f00f3d02dc001b2940b6,APAC,Harper Zhang,,,,1049.5125,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,2.3687
深圳市乔安科技有限公司,681c54531d9e25001144b6b4,APAC,Harper Zhang,,,,1249.5234,account,category,V2-16,Dating,0.00189451,8460.2061,2.3672
Tripledot Studios,5c05196699e4374b87bda3b9,EMEA,Tori Edwards,Solitaire - A Classic Card Game,5c093910a4a7ea3d70999820,com.tripledot.solitaire,9640.0133,app,category,V1-7,Government & politics,0.00024485,1093.4115,2.3604
WONDERFUL TYCOON LIMITED,683bc1bb4c15ca0011ad2b91,APAC,Sunton Sun,,,,9607.5382,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.3524
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,,,,9455.6047,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.3152
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,category,V2-3,Shooting,0.00013337,595.5994,2.29
Dapps Pte Ltd,69fb02a08f95e24c6f99ed31,,Sales Ops,,,,1188.8272,account,category,V2-16,Dating,0.00189451,8460.2061,2.2523
Loom Games Oyun Yazilim ve Pazarlam,68ed0a0c4cac2a9dc3250a10,EMEA,Dina Eraksan,,,,16861.0836,account,category,V2-3,Shooting,0.00013337,595.5994,2.2488
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,,,,8839.2381,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.1643
StepUp App,69a33528e458622da39fd9d8,,Sales Ops,,,,1089.0686,account,category,V2-16,Dating,0.00189451,8460.2061,2.0633
Agile Quadrant Media Limited,697702c10199fcad0554f955,APAC,Harper Zhang,,,,8370.5752,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.0495
"Digital Charms, Inc.",661d55e1a81a0e0011db7a84,,Sales Ops,,,,1077.4013,account,category,V2-16,Dating,0.00189451,8460.2061,2.0412
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,,,,8225.591,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.014
InstaShot,561e8d976b8d90f61a003fcf,APAC,Harper Zhang,,,,8194.0566,account,category,V1-7,Government & politics,0.00024485,1093.4115,2.0063
MAG Interactive,561e8d936b8d90f61a001260,EMEA,Hadil Salameh,,,,2784.4307,account,category,V2-21,Weight loss,0.00071221,3180.4493,1.9831
"SHORT DRAMA CO, LIMITED",68b15a7cc3df44b6b016cb9f,APAC,Ronald Long,,,,7940.6062,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.9443
Trebel Music,59bbfb5389df7b9d3b000840,Americas,Ary Bai,,,,2710.5596,account,category,V2-21,Weight loss,0.00071221,3180.4493,1.9305
OZION TECH PTE LTD,655377ea6cdf5900118d252a,APAC,Aria Gao,,,,2697.9992,account,category,V2-21,Weight loss,0.00071221,3180.4493,1.9215
madarsoft,6228871f2435180014928c15,,Sales Ops,,,,978.1377,account,category,V2-16,Dating,0.00189451,8460.2061,1.8531
Onefootball Gmbh,65241b8db3ff7d001153bca8,EMEA,Tori Edwards,,,,1667.6437,account,category,V2-7,Food & Drink,0.00109212,4876.988,1.8213
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Gaming Hub,6837cbfb71e5cc220d1c9a6b,com.samsung.android.game.gamehome,2529.0936,app,category,V2-21,Weight loss,0.00071221,3180.4493,1.8012
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,category,V2-3,Shooting,0.00013337,595.5994,1.7992
Big Cake Group Limited,5bd009e27e1105796809759b,APAC,Aria Gao,,,,946.7097,account,category,V2-16,Dating,0.00189451,8460.2061,1.7936
Rakuten Viber,6920858f3fcd392133e22a59,EMEA,Tori Edwards,,,,13432.4778,account,category,V2-3,Shooting,0.00013337,595.5994,1.7915
Yandex Inc.,6297c4bc012073001b3df035,EMEA,Kseniia Fesenko,tds-easyapp_com-anoshenko-android-solitaires,69297e78b88dcb4daa968fa5,com.anoshenko.android.solitaires,776.0801,app,category,V1-3,Credit & debit cards,0.00225694,10078.6819,1.7516
WeWard,5dcc0df6a4305a00173b9cf8,EMEA,Tori Edwards,WeWard,5dcc118aa641b70018d331eb,com.weward,762.3143,app,category,V1-3,Credit & debit cards,0.00225694,10078.6819,1.7205
OLXin,6708be1b66b8da0011c36828,Americas,Rutvij Jadav,,,,894.907,account,category,V2-16,Dating,0.00189451,8460.2061,1.6954
Mediafigaro,693a98f538cf425060b4c773,EMEA,Tori Edwards,,,,2371.9858,account,category,V2-2,News,0.00069802,3117.0847,1.6557
Gameberry Labs Private Limited,62f4b9c1a0cd3e00172cfe1c,Americas,Rutvij Jadav,,,,6739.3326,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.6501
SKplanet,5fbcac40ba624b0015a61709,APAC,Ives Cui,,,,845.3237,account,category,V2-16,Dating,0.00189451,8460.2061,1.6015
Fingersoft Oy,561e8d956b8d90f61a003365,EMEA,Hadil Salameh,,,,2198.8669,account,category,V2-21,Weight loss,0.00071221,3180.4493,1.566
The Byte Combat (HongKong) Limited,6641b3748ffbbf0011f15c05,APAC,Seven Tu,,,,6380.1504,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.5622
株式会社MIXI,686c8b9cf56dd70011f46f36,APAC,Ives Cui,,,,686.8186,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,1.5501
GlowMind Tech Limited,696df09b3eafeed3e7b21d7e,APAC,Seven Tu,,,,6271.4685,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.5356
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,1.5345
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Gaming Hub,6837cbfb71e5cc220d1c9a6b,com.samsung.android.game.gamehome,2529.0936,app,category,V2-9,Contests & Freebies,0.00059238,2645.3317,1.4982
IP Timoshkov,561e8d936b8d90f61a0013cf,,Sales Ops,,,,655.6076,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,1.4797
Yandex Inc.,6297c4bc012073001b3df035,EMEA,Kseniia Fesenko,tds-easyapp_com-anoshenko-android-solitaires,69297e78b88dcb4daa968fa5,com.anoshenko.android.solitaires,776.0801,app,category,V2-16,Dating,0.00189451,8460.2061,1.4703
Soner Kara,561e8d936b8d90f61a0014bb,EMEA,Dina Eraksan,,,,2008.3557,account,category,V2-21,Weight loss,0.00071221,3180.4493,1.4304
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,,,,5824.9237,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.4262
Neron\'s Brother Sàrl,610a97385335b40017097b19,,Sales Ops,,,,752.1409,account,category,V2-16,Dating,0.00189451,8460.2061,1.4249
Sliide,643d1561e09b08001442e672,EMEA,Beth Taylor-Lowen,Metro Play,68efa5a24ebb41ab326d8070,com.metro.minus1,1949.7244,app,category,V2-21,Weight loss,0.00071221,3180.4493,1.3886
AbiGroup,57fb4876297c8ce634000039,APAC,Nam Trinh,,,,614.3522,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,1.3866
STARY PTE. LTD.,610a5420abaef100175b924d,APAC,Harper Zhang,,,,608.0752,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,1.3724
"GSN Games, Inc.",561e8d946b8d90f61a002092,Americas,Natalie Kenyon,Solitaire TriPeaks iOS,556f747e67c16c382100006e,892521917,709.1952,app,category,V2-16,Dating,0.00189451,8460.2061,1.3436
Chai Research Corp,662686e7216c0b00118aef81,Americas,Natalie Kenyon,,,,5437.6743,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.3314
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toy Blast,626841d0d03ae7f7395fdc62,890378044,1859.9849,app,category,V2-21,Weight loss,0.00071221,3180.4493,1.3247
InMobi,626a9cd05d54fa0018b746b3,Americas,Rutvij Jadav,,,,5331.4531,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.3054
株式会社MIXI,686c8b9cf56dd70011f46f36,APAC,Ives Cui,,,,686.8186,account,category,V2-16,Dating,0.00189451,8460.2061,1.3012
ADONE PTE. LTD.,6140b93df325530017ebcca3,APAC,Nam Trinh,,,,575.0241,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,1.2978
AnyMind Group,60c71d9d6b22ac0017d0bca4,APAC,Nam Trinh,,,,570.8736,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,1.2884
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,category,V2-16,Dating,0.00189451,8460.2061,1.2881
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,,,,9455.6047,account,category,V2-3,Shooting,0.00013337,595.5994,1.2611
Yandex Inc.,6297c4bc012073001b3df035,EMEA,Kseniia Fesenko,imelab_olcorporationolai,66ebfd8df2fa5bc8304f9dd6,1450480822,660.725,app,category,V2-16,Dating,0.00189451,8460.2061,1.2518
IP Timoshkov,561e8d936b8d90f61a0013cf,,Sales Ops,,,,655.6076,account,category,V2-16,Dating,0.00189451,8460.2061,1.2421
Standard Game Limited,66c45f2c053da00011d69728,APAC,Harper Zhang,,,,4978.0587,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.2189
"Big Blue Bubble, Inc.",561e8d946b8d90f61a00183b,Americas,Ary Bai,,,,1696.8818,account,category,V2-21,Weight loss,0.00071221,3180.4493,1.2085
MotionVolt Game Ltd,5746d3108e99b7da740000ad,,Sales Ops,,,,623.1111,account,category,V2-16,Dating,0.00189451,8460.2061,1.1805
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,,,,8839.2381,account,category,V2-3,Shooting,0.00013337,595.5994,1.1789
Onefootball Gmbh,65241b8db3ff7d001153bca8,EMEA,Tori Edwards,,,,1667.6437,account,category,V2-2,News,0.00069802,3117.0847,1.164
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,app,category,V2-2,News,0.00069802,3117.0847,1.1353
MOOVIT APP GLOBAL LTD,61c991a5fe4ec600172e5e08,EMEA,Beth Taylor-Lowen,,,,4616.6726,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.1304
The Meet Group,5a1aede25cc4979d7400c935,Americas,Natalie Kenyon,,,,596.5599,account,category,V2-16,Dating,0.00189451,8460.2061,1.1302
Severex,57c05f735b2bd4fa24000030,,Sales Ops,,,,595.6902,account,category,V2-16,Dating,0.00189451,8460.2061,1.1285
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.1225
InstaShot,561e8d976b8d90f61a003fcf,APAC,Harper Zhang,,,,8194.0566,account,category,V2-3,Shooting,0.00013337,595.5994,1.0929
Tripledot Studios,5c05196699e4374b87bda3b9,EMEA,Tori Edwards,Solitaire - A Classic Card Game iOS,5c093969f7a1953d6377362b,1191435163,4430.7527,app,category,V1-7,Government & politics,0.00024485,1093.4115,1.0849
AnyMind Group,60c71d9d6b22ac0017d0bca4,APAC,Nam Trinh,,,,570.8736,account,category,V2-16,Dating,0.00189451,8460.2061,1.0815
Equinox Enterprises‌ Technology Lim,69dca1d80e0891e59aa248e0,APAC,Harper Zhang,,,,4410.2403,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.0798
GeoTechnologies Inc.,5f45fb2f150074001547df11,APAC,Nam Trinh,,,,4318.6085,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.0574
Appvestor ApS,6666afb99ec3300011cdf91d,EMEA,Hadil Salameh,,,,4228.1525,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.0353
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.0265
Flow,6808dbeef6158900110477ca,APAC,Harper Zhang,,,,4163.4343,account,category,V1-7,Government & politics,0.00024485,1093.4115,1.0194
HK01 Company Limited,680ef700e2291a001165c3eb,APAC,Aria Gao,,,,536.7588,account,category,V2-16,Dating,0.00189451,8460.2061,1.0169
InfenitePlay LTD,5d53cf81ff5bd700186c5f35,APAC,Nam Trinh,,,,4068.4454,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.9962
Rounds,65e71ba517069f0011a36cfa,EMEA,Tori Edwards,,,,519.8101,account,category,V2-16,Dating,0.00189451,8460.2061,0.9848
Yandex Inc.,6297c4bc012073001b3df035,EMEA,Kseniia Fesenko,yurihead_com-infoshell-recradio,691db66d63ddd979c47b5da1,com.infoshell.recradio,518.9565,app,category,V2-16,Dating,0.00189451,8460.2061,0.9832
Ketchapp,561e8d956b8d90f61a0030cf,EMEA,Hadil Salameh,,,,517.3778,account,category,V2-16,Dating,0.00189451,8460.2061,0.9802
Electronic Arts,561e8d936b8d90f61a0006b6,Americas,Kasey Geist,,,,7340.4433,account,category,V2-3,Shooting,0.00013337,595.5994,0.979
Social Chain Inc.,65d4907595c34900110c9204,Americas,Jack Dove,,,,3977.0741,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.9738
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,category,V2-16,Dating,0.00189451,8460.2061,0.9695
Citymapper (Via),663c90f772fce00011b7f353,EMEA,Louis Wallworth,,,,1635.5829,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,0.9689
Rewards Game,5b84c65ca73f7a027c553f4a,EMEA,Tori Edwards,,,,3916.7448,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.959
GMOTownWiFi,609cb17937f3bf001593dd55,APAC,Nam Trinh,,,,3855.1789,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.9439
Opera Software Ireland,676405dff3fa5d00114fee22,EMEA,Tori Edwards,Opera for Android with AI,677393b087298a2a13dc7d1b,com.opera.browser,1326.2083,app,category,V2-2,News,0.00069802,3117.0847,0.9257
Gravity Labs,677cecb33b9ea20011273987,APAC,Ives Cui,,,,3655.412,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.895
深圳市乔安科技有限公司,681c54531d9e25001144b6b4,APAC,Harper Zhang,,,,1249.5234,account,category,V2-21,Weight loss,0.00071221,3180.4493,0.8899
Pixocial Technology (Singapore) Pte,65d1b497a3d8e10011923d10,APAC,Aria Gao,,,,1273.6634,account,category,V2-2,News,0.00069802,3117.0847,0.889
"EaseVibe Technology Co, Limited",685a4add8cccbe0011f6c96c,APAC,Seven Tu,,,,3461.4205,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.8475
PCA Bear LLC,5ec6f4dbdae5f50015c2980b,EMEA,Kseniia Fesenko,,,,3451.2868,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.845
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,,,,6325.6752,account,category,V2-3,Shooting,0.00013337,595.5994,0.8437
HIGAME Jsc,62664065ca13b50011fb00a2,APAC,Nam Trinh,,,,3429.6237,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.8397
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,,,,1152.719,account,category,V2-21,Weight loss,0.00071221,3180.4493,0.821
Big Duck Games,561e8d946b8d90f61a0016d5,Americas,Ary Bai,Flow Free iOS,535ec3d2808374a74e0000e8,526641427,1134.8606,app,category,V2-21,Weight loss,0.00071221,3180.4493,0.8083
Sliide,643d1561e09b08001442e672,EMEA,Beth Taylor-Lowen,T-Mobile Play,68d40d4f63e6cee0292ae24b,com.tmobile.m1,1119.1264,app,category,V2-21,Weight loss,0.00071221,3180.4493,0.797
Tripledot Studios,5c05196699e4374b87bda3b9,EMEA,Tori Edwards,Blackjack Casino iOS,5df90b5c66091a78d5815e82,1472419762,3254.6322,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.7969
香港像素躍動科技有限公司,6a26737de6f5b8e17bdcb8df,APAC,Aria Gao,,,,3216.1655,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.7875
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,,,,3194.3684,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.7821
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,,,,5824.9237,account,category,V2-3,Shooting,0.00013337,595.5994,0.7769
nerByte GMBH,561e8d936b8d90f61a000662,EMEA,Hadil Salameh,,,,3127.5933,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.7658
shenzhen kangyou jiankang Technolog,674445ddd02cf30011f20eea,APAC,Aria Gao,,,,3089.6115,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.7565
Sliide,643d1561e09b08001442e672,EMEA,Beth Taylor-Lowen,,,,5662.4732,account,category,V2-3,Shooting,0.00013337,595.5994,0.7552
Webforce,696a2d72a3f5d61ac707c85a,,Sales Ops,,,,3029.2885,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.7417
VPNABLE LTD,643c740fc34c0300130c743e,EMEA,Kseniia Fesenko,,,,3010.4073,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.7371
InMobi,626a9cd05d54fa0018b746b3,Americas,Rutvij Jadav,,,,5331.4531,account,category,V2-3,Shooting,0.00013337,595.5994,0.7111
Superplay,60112a3ed3c4a000156a31d9,EMEA,Beth Taylor-Lowen,,,,2876.964,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.7044
Amanotes (PT),567acc79dea141ea32000008,APAC,Nam Trinh,,,,2857.7609,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.6997
HONG KONG LAIYALING NETWORK TECHNOL,69c343956cffa56c03badbb0,,Sales Ops,,,,2817.2036,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.6898
Bitsmedia Pte Ltd,630d8dbfb1095d001bb0f04a,APAC,Ives Cui,,,,2809.8509,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.688
MAG Interactive,561e8d936b8d90f61a001260,EMEA,Hadil Salameh,,,,2784.4307,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.6818
TANGE TECHNOLOGY (SINGAPORE) PTELT,6908648bf5a7288c87f52a5b,APAC,Sunton Sun,,,,2767.6252,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.6777
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Daily Themed Crossword - A Fun crossword iOS,5af55340bfc6be4ab9a686f0,1197354394,2756.8539,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.675
Trebel Music,59bbfb5389df7b9d3b000840,Americas,Ary Bai,,,,2710.5596,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.6637
OZION TECH PTE LTD,655377ea6cdf5900118d252a,APAC,Aria Gao,,,,2697.9992,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.6606
Azur Games,59fb487bbe77065f5800afc3,EMEA,Tori Edwards,,,,928.2547,account,category,V2-2,News,0.00069802,3117.0847,0.6479
AxesInMotion,561e8d956b8d90f61a002f2c,EMEA,Hadil Salameh,,,,896.803,account,category,V2-21,Weight loss,0.00071221,3180.4493,0.6387
LOTUM Media GmbH,561e8d936b8d90f61a0014ca,EMEA,Hadil Salameh,,,,2583.5049,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.6326
Ganko srl,68b57bc85828fa59037e71c3,EMEA,Hadil Salameh,,,,2499.4671,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.612
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,category,V2-3,Shooting,0.00013337,595.5994,0.6114
JuTong,6823ff6a9886e60011610e2b,APAC,Aria Gao,,,,2483.0484,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.608
"KAUCHE, Inc",679afd4877bd1c00117aaefd,APAC,Nam Trinh,,,,2481.7669,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.6077
Intelligence Stream INC,69c62dd58cf790e099c02480,APAC,Aria Gao,,,,2459.8968,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.6023
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Word Search Explorer : Fun Game,63dd0e73ff93460cff697297,1602508478,2455.9444,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.6013
"Gamincat, Inc.",561e8d936b8d90f61a00046c,APAC,Ives Cui,,,,2408.649,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5898
Mediafigaro,693a98f538cf425060b4c773,EMEA,Tori Edwards,,,,2371.9858,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5808
UCWeb Singapore Pte Ltd,688b3725c446f77fe6eaaff8,APAC,Seven Tu,,,,2346.659,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5746
WeWard,5dcc0df6a4305a00173b9cf8,EMEA,Tori Edwards,,,,2308.353,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5652
9D Technologies,65c3655fa3d8e100119171ba,Americas,Rutvij Jadav,,,,2298.2069,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5627
Kami (HK) Limited,673afd953fa40700118c0ff2,APAC,Sunton Sun,,,,2292.3454,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5613
Triumph Arcade,6834f4309886e6001161ae5e,,,,,,2284.0564,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5593
Transsion OEM,6788b18b06da640011023eaf,APAC,Sunton Sun,,,,2259.9059,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5533
DailyTube,624fd1d81bad4b0011a0d52c,APAC,Seven Tu,,,,2243.9347,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5494
CYPHER GAMES YAZILIM PAZARLAMA ANON,6a38fde93ccf56e7838442b5,,,,,,2241.145,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5487
Solitaire Grand Harvest,5ce6bee4142941540d1c9d36,EMEA,Beth Taylor-Lowen,,,,2219.6219,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5435
smart jam,5ec639e58150da0015b5c467,,Sales Ops,,,,2205.9079,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5401
