pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,exempted_domain,domain,rtb_account_id,country,combo_daily_spend,network_share,est_uplift_daily,exempted_route_count,reference_route_count
ToGather Fun Limited,634d301fa3774b001b7c0dbc,APAC,Harper Zhang,Screw Sort Puzzle,6667a74988cc429f2d801763,6499293031,1193.3197,casino.draftkings.com,casino.draftkings.com,602442ef9f0893001526406b,US,1260.4014,0.00028224,0.3368,2,3
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.3368,0,11
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.3365,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram IOS,5c88efab1c2e1f6eb4ca10cc,1452992954,2522.3054,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.3344,0,11
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 iOS,5d81c924bf4aa20017e95920,1463509237,2148.0516,hardrock.bet,hardrock.bet,60770b778d0e4a0015f20ea9,US,694.0674,0.00015542,0.3339,1,2
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku Killer iOS,5e84a5d1ce415a000187164f,1505735640,1530.1728,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.3338,0,11
Gamebasics BV,561e8d936b8d90f61a000c29,,Sales Ops,Online Soccer Manager - iOS,6130d1b1e4bcd916bfa188d5,400201466,564.0222,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.3331,0,2
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Mob Control Android,609a8393c5d1524132e8e288,com.vincentb.MobControl,2536.2485,tiktok.com,tiktok.com,5e89fcef428f870016d9e994,PH,582.418,0.00013042,0.3308,19,39
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,Shareit Lite,65016fb65946c49eb49f6691,shareit.lite,559.5803,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.3305,0,2
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,PBN iOS,5bc942ec163100307b07c0bf,1420058690,559.0325,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.3302,0,2
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Jigsaw iOS,622b3099f2283d7a001c007c,1589762792,1491.7453,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.3254,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku Killer iOS,5e84a5d1ce415a000187164f,1505735640,1530.1728,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.3252,0,11
Dots,561e8d976b8d90f61a004735,EMEA,Louis Wallworth,Twodots iOS,5b7c5bff274f5b2f7bc47219,880178264,1147.9624,casino.draftkings.com,casino.draftkings.com,602442ef9f0893001526406b,US,1260.4014,0.00028224,0.324,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire Spider GP,5ebc16f75ebede000128445b,com.easybrain.spider.solitaire,513.6172,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,RU,2815.7758,0.00063054,0.3239,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram IOS,5c88efab1c2e1f6eb4ca10cc,1452992954,2522.3054,googll.store,googll.store,5f6413c9612b1a0015099993,PH,573.3343,0.00012839,0.3238,0,11
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,SHAREit,64db6180d4592a1f1c806bde,725215120,1482.4063,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.3234,0,11
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,VitaSolitaire Android,6482e3ce2f5f1f435620fdaa,com.vitastudio.solitaire,512.6829,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,RU,2815.7758,0.00063054,0.3233,1,3
ToGather Fun Limited,634d301fa3774b001b7c0dbc,APAC,Harper Zhang,Screw Sort Puzzle,6667a74988cc429f2d801763,6499293031,1193.3197,draftkings.com,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1206.1429,0.00027009,0.3223,2,5
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Yatzy - Dice Game,649eeab39018de0fbec588f6,1602149052,506.2068,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,RU,2815.7758,0.00063054,0.3192,1,3
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,BVC iOS,5bc876d889418b305edae87a,1342112505,821.4685,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.3191,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words IOS,66db113537f8220673f9e833,6612024746,1458.7926,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.3182,0,11
HITAPPS GAMES LTD,6021599b8b3e5600159fcc76,EMEA,Beth Taylor-Lowen,Connect Word iOS,66ed44a4f909844620b79258,6692629257,1069.3365,draftkings.com,draftkings.com,5f6413c9612b1a0015099993,CA,1327.6837,0.00029731,0.3179,3,5
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Mob Control Android,609a8393c5d1524132e8e288,com.vincentb.MobControl,2536.2485,tiktok.com,tiktok.com,5bc0e10e25c7d7796ebe8fc0,MX,558.6118,0.00012509,0.3173,19,39
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Jigsaw iOS,622b3099f2283d7a001c007c,1589762792,1491.7453,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.3171,0,11
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Solitaire - Card Game,64a41edf830ec394da0090b7,com.playvalve.solitaire,815.1386,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.3166,0,11
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM Android,6315b8bb85b5a14b0bbc9454,com.radio.pocketfm,2377.0222,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.3152,0,11
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,SHAREit,64db6180d4592a1f1c806bde,725215120,1482.4063,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.3151,0,11
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,UNO!™,5b14f1387ea39141340a6d68,com.matteljv.uno,1202.5102,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,US,1169.9494,0.00026199,0.315,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram IOS,5c88efab1c2e1f6eb4ca10cc,1452992954,2522.3054,googll.store,googll.store,5f6413c9612b1a0015099993,BO,557.4858,0.00012484,0.3149,0,11
Gametion,561e8d956b8d90f61a0026fb,Americas,Rutvij Jadav,Ludo King,57bd636e47a977322200001a,993090598,806.2307,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.3132,0,11
ToGather Fun Limited,634d301fa3774b001b7c0dbc,APAC,Harper Zhang,Screw Sort Puzzle,6667a74988cc429f2d801763,6499293031,1193.3197,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,US,1169.9494,0.00026199,0.3126,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram IOS,5c88efab1c2e1f6eb4ca10cc,1452992954,2522.3054,fon.bet,fon.bet,60770b778d0e4a0015f20ea9,RU,552.4699,0.00012372,0.312,1,2
Gametion,561e8d956b8d90f61a0026fb,Americas,Rutvij Jadav,Ludo King,57bfce9a3ce6f97623000025,com.ludo.king,802.8256,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.3119,0,11
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Dominoes Masters,66166d8dc0c070078a977c88,com.playvalve.dominoes,801.3498,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.3113,0,11
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,LINE：ディズニーツムツム,623a9298a2335a0f5b77a0aa,724594093,1663.9521,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.3104,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words IOS,66db113537f8220673f9e833,6612024746,1458.7926,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.3101,0,11
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,68075411da8e5a572a730472,550928207,1920.0244,9234423.com,9234423.com,5f6413c9612b1a0015099993,BD,720.5711,0.00016136,0.3098,0,2
GeoTechnologies Inc.,5f45fb2f150074001547df11,APAC,Nam Trinh,トリマ-移動するだけでポイントが貯まる,5f45ffa82f1f7c000130fe19,1502193377,2510.4773,draftkings.com,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,547.7526,0.00012266,0.3079,2,5
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words GP,64f9e2ac8fb8ac04ca897cd1,com.easybrain.word.puzzle.game,2316.8434,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.3072,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram IOS,5c88efab1c2e1f6eb4ca10cc,1452992954,2522.3054,googll.store,googll.store,5f6413c9612b1a0015099993,UZ,543.0219,0.0001216,0.3067,0,11
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,LINE：ディズニーツムツム,623a9298a2335a0f5b77a0aa,724594093,1663.9521,googll.store,googll.store,5f6413c9612b1a0015099993,DZ,822.4948,0.00018418,0.3065,0,11
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,LINE：ディズニーツムツム,623a9298a2335a0f5b77a0aa,724594093,1663.9521,googll.store,googll.store,5f6413c9612b1a0015099993,NP,821.8385,0.00018404,0.3062,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art - Color by Number,5a167dd1d0d008d90400a61d,1274972321,1640.7307,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.3061,0,11
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Mob Control Android,609a8393c5d1524132e8e288,com.vincentb.MobControl,2536.2485,tiktok.com,tiktok.com,5f6413c9612b1a0015099993,PE,538.0693,0.00012049,0.3056,19,39
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,BVC Android,5bc875c0be31ab306a216ab2,bible.wordgame.words.connect.crossword.cookies,786.3024,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.3054,0,11
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM Android,6315b8bb85b5a14b0bbc9454,com.radio.pocketfm,2377.0222,googll.store,googll.store,5f6413c9612b1a0015099993,PH,573.3343,0.00012839,0.3052,0,11
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Marble Sort!,693161fe713ec82bbfc4b736,com.microdose.balljam,1241.7543,tiktok.com,tiktok.com,5f6413c9612b1a0015099993,SA,1097.3072,0.00024572,0.3051,19,39
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Hidden Spots,6672d811429c14443ac5fb6d,com.easybrain.hidden.spots,1078.6017,casino.draftkings.com,casino.draftkings.com,602442ef9f0893001526406b,US,1260.4014,0.00028224,0.3044,2,3
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,LINE：ディズニーツムツム,623a9298a2335a0f5b77a0aa,724594093,1663.9521,googll.store,googll.store,5f6413c9612b1a0015099993,SO,816.3214,0.0001828,0.3042,0,11
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.3034,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire Spider GP,5ebc16f75ebede000128445b,com.easybrain.spider.solitaire,513.6172,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.3033,0,2
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,VitaSolitaire Android,6482e3ce2f5f1f435620fdaa,com.vitastudio.solitaire,512.6829,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.3028,0,2
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art - Color by Number,5a167dd1d0d008d90400a61d,1274972321,1640.7307,googll.store,googll.store,5f6413c9612b1a0015099993,DZ,822.4948,0.00018418,0.3022,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art - Color by Number,5a167dd1d0d008d90400a61d,1274972321,1640.7307,googll.store,googll.store,5f6413c9612b1a0015099993,NP,821.8385,0.00018404,0.302,0,11
HITAPPS GAMES LTD,6021599b8b3e5600159fcc76,EMEA,Beth Taylor-Lowen,Connect Word iOS,66ed44a4f909844620b79258,6692629257,1069.3365,casino.draftkings.com,casino.draftkings.com,602442ef9f0893001526406b,US,1260.4014,0.00028224,0.3018,1,3
Dots,561e8d976b8d90f61a004735,EMEA,Louis Wallworth,Twodots iOS,5b7c5bff274f5b2f7bc47219,880178264,1147.9624,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,US,1169.9494,0.00026199,0.3008,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon GP,615dd65a5e0f3b245d50aa97,com.easybrain.backgammon.board.games,1609.4442,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.3002,0,11
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Mob Control Android,609a8393c5d1524132e8e288,com.vincentb.MobControl,2536.2485,tiktok.com,tiktok.com,5f6413c9612b1a0015099993,AR,528.3412,0.00011831,0.3001,19,39
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art - Color by Number,5a167dd1d0d008d90400a61d,1274972321,1640.7307,googll.store,googll.store,5f6413c9612b1a0015099993,SO,816.3214,0.0001828,0.2999,0,11
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,68075411da8e5a572a730472,550928207,1920.0244,spark.net,spark.net,5f6413c9612b1a0015099993,KG,697.2961,0.00015615,0.2998,1,7
SuperSonic Studios,5e3692d21cd3cb0018dd4329,EMEA,Beth Taylor-Lowen,Going Balls,5fa029b49f4c0275a7cf1372,1499081620,771.2801,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.2996,0,11
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,googll.store,googll.store,5f6413c9612b1a0015099993,DZ,822.4948,0.00018418,0.2996,0,11
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,LINE：ディズニーツムツム,623a9298a2335a0f5b77a0aa,724594093,1663.9521,ligastavok.ru,ligastavok.ru,60bdc983a982ad0017edb6f7,RU,804.0458,0.00018005,0.2996,0,2
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,googll.store,googll.store,5f6413c9612b1a0015099993,NP,821.8385,0.00018404,0.2993,0,11
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Yatzy - Dice Game,649eeab39018de0fbec588f6,1602149052,506.2068,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.299,0,2
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Mob Control,60994b96c5d1524132e8e1a7,1562817072,1920.8751,hardrock.bet,hardrock.bet,60770b778d0e4a0015f20ea9,US,694.0674,0.00015542,0.2986,1,2
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,68075411da8e5a572a730472,550928207,1920.0244,hardrock.bet,hardrock.bet,60770b778d0e4a0015f20ea9,US,694.0674,0.00015542,0.2984,1,2
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words GP,64f9e2ac8fb8ac04ca897cd1,com.easybrain.word.puzzle.game,2316.8434,googll.store,googll.store,5f6413c9612b1a0015099993,PH,573.3343,0.00012839,0.2975,0,11
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,googll.store,googll.store,5f6413c9612b1a0015099993,SO,816.3214,0.0001828,0.2973,0,11
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM Android,6315b8bb85b5a14b0bbc9454,com.radio.pocketfm,2377.0222,googll.store,googll.store,5f6413c9612b1a0015099993,BO,557.4858,0.00012484,0.2967,0,11
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Mob Control Android,609a8393c5d1524132e8e288,com.vincentb.MobControl,2536.2485,tiktok.com,tiktok.com,5e56893e6c71d40018de3ad1,PH,522.1136,0.00011692,0.2965,19,39
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire – Classic Card Game,59c0bfe44b342c7f280015fe,1190849728,1907.0377,hardrock.bet,hardrock.bet,60770b778d0e4a0015f20ea9,US,694.0674,0.00015542,0.2964,1,2
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon GP,615dd65a5e0f3b245d50aa97,com.easybrain.backgammon.board.games,1609.4442,googll.store,googll.store,5f6413c9612b1a0015099993,DZ,822.4948,0.00018418,0.2964,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon GP,615dd65a5e0f3b245d50aa97,com.easybrain.backgammon.board.games,1609.4442,googll.store,googll.store,5f6413c9612b1a0015099993,NP,821.8385,0.00018404,0.2962,0,11
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.2956,0,11
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Marble Sort!,693161fe713ec82bbfc4b736,com.microdose.balljam,1241.7543,tiktok.com,tiktok.com,5f6413c9612b1a0015099993,AE,1062.6976,0.00023797,0.2955,19,39
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds 2 Android,54c63cf4a684cd593e000128,com.rovio.baba,1568.5224,tiktok.com,tiktok.com,63d743303639240014ba0dd0,ID,841.4057,0.00018842,0.2955,38,39
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art - Color by Number,5a167dd1d0d008d90400a61d,1274972321,1640.7307,ligastavok.ru,ligastavok.ru,60bdc983a982ad0017edb6f7,RU,804.0458,0.00018005,0.2954,0,2
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.2953,0,11
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Hole.io,5b2a4c2c8815f423b86d090f,io.voodoo.holeio,1045.8782,casino.draftkings.com,casino.draftkings.com,602442ef9f0893001526406b,US,1260.4014,0.00028224,0.2952,2,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon GP,615dd65a5e0f3b245d50aa97,com.easybrain.backgammon.board.games,1609.4442,googll.store,googll.store,5f6413c9612b1a0015099993,SO,816.3214,0.0001828,0.2942,0,11
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM Android,6315b8bb85b5a14b0bbc9454,com.radio.pocketfm,2377.0222,fon.bet,fon.bet,60770b778d0e4a0015f20ea9,RU,552.4699,0.00012372,0.2941,1,2
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle - iOS,5ef316979c3a0300015b0a03,1519174001,2211.0834,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.2932,0,11
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,ligastavok.ru,ligastavok.ru,60bdc983a982ad0017edb6f7,RU,804.0458,0.00018005,0.2929,0,2
Neron\'s Brother Sàrl,610a97385335b40017097b19,,Sales Ops,Supreme Duelist Stickman,610a9babaf13cf5a53374730,com.Neurononfire.SupremeDuelist,752.1409,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.2922,0,11
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,googll.store,googll.store,5f6413c9612b1a0015099993,DZ,822.4948,0.00018418,0.2918,0,11
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,googll.store,googll.store,5f6413c9612b1a0015099993,NP,821.8385,0.00018404,0.2916,0,11
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,googll.store,googll.store,5f6413c9612b1a0015099993,DZ,822.4948,0.00018418,0.2916,0,11
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Sudoku Android,5de10e548ce8520017e173ef,easy.sudoku.puzzle.solver.free,2197.0198,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.2913,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Hidden Spots,6672d811429c14443ac5fb6d,com.easybrain.hidden.spots,1078.6017,draftkings.com,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1206.1429,0.00027009,0.2913,2,5
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,googll.store,googll.store,5f6413c9612b1a0015099993,NP,821.8385,0.00018404,0.2913,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon GP,615dd65a5e0f3b245d50aa97,com.easybrain.backgammon.board.games,1609.4442,ligastavok.ru,ligastavok.ru,60bdc983a982ad0017edb6f7,RU,804.0458,0.00018005,0.2898,0,2
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,googll.store,googll.store,5f6413c9612b1a0015099993,SO,816.3214,0.0001828,0.2897,0,11
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,googll.store,googll.store,5f6413c9612b1a0015099993,SO,816.3214,0.0001828,0.2894,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words GP,64f9e2ac8fb8ac04ca897cd1,com.easybrain.word.puzzle.game,2316.8434,googll.store,googll.store,5f6413c9612b1a0015099993,BO,557.4858,0.00012484,0.2892,0,11
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM Android,6315b8bb85b5a14b0bbc9454,com.radio.pocketfm,2377.0222,googll.store,googll.store,5f6413c9612b1a0015099993,UZ,543.0219,0.0001216,0.289,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art: Create by Number,5b61c1d3a5eacf3ee67a792c,com.europosit.pixelcoloring,2173.309,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.2882,0,11
LLC East-Games,62ea666c62b76e001b3eca4f,EMEA,Kseniia Fesenko,Tanks Blitz,62f1051ffaf12b2a7ad9a1d1,com.tanksblitz,739.3919,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.2872,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words GP,64f9e2ac8fb8ac04ca897cd1,com.easybrain.word.puzzle.game,2316.8434,fon.bet,fon.bet,60770b778d0e4a0015f20ea9,RU,552.4699,0.00012372,0.2866,1,2
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Skip-Bo Android,60891d3bc6ed3ae6ebd0cf3a,com.mattel163.skipbo,963.685,draftkings.com,draftkings.com,5f6413c9612b1a0015099993,CA,1327.6837,0.00029731,0.2865,2,5
FARSUN PTE LTD,66aafef7514c00001147c0c9,APAC,Harper Zhang,FlickReels,66ac9c873343191babdad3e8,com.zyhwplatform.shortplay,1012.3075,casino.draftkings.com,casino.draftkings.com,602442ef9f0893001526406b,US,1260.4014,0.00028224,0.2857,2,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku Killer iOS,5e84a5d1ce415a000187164f,1505735640,1530.1728,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.2854,0,11
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,ligastavok.ru,ligastavok.ru,60bdc983a982ad0017edb6f7,RU,804.0458,0.00018005,0.2853,0,2
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon iOS,63974e72c5c2a3f1faf76b37,6443484197,1306.6428,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.285,0,11
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,ligastavok.ru,ligastavok.ru,60bdc983a982ad0017edb6f7,RU,804.0458,0.00018005,0.285,0,2
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 iOS,5d81c924bf4aa20017e95920,1463509237,2148.0516,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.2848,0,11
